ATG7_T1	ATG7_T2	ATG7_T3	pMXS_T1	pMXS_T2	pMXS_T3
4930521E06Rik	4725	4869	3593	4109	4366	4240
Gm38110	497	518	549	600	615	924
Gm3489	5	6	3	43	17	28
Gm19480	1407	1441	1139	1212	1332	1185
Gm3496	3169	3329	2106	2712	3139	2805
Gm5268	680	767	493	818	791	891
Col3a1	0	10	5	11	3	21
AC125167.1	1832	1853	1353	1374	1636	1705
Col5a2	4289	4083	2864	2780	3264	3553
Gm38211	0	1	0	4	2	0
Gm8296	1	1	0	0	0	0
Gm7063	0	0	0	0	0	0
Gm8304	2	0	0	0	1	0
Gm23216	1441	1509	1019	1018	1209	1308
Gm23974	2	3	1	16	6	11
Gm8307	0	0	1	3	0	0
Gm23984	3147	3098	2237	2807	2817	3138
Wdr75	0	0	0	0	0	0
Gm28906	0	4	5	10	6	1
Gm5526	757	709	469	520	509	549
Gm5269	875	933	609	841	899	759
Gm18303	1640	1629	1119	1631	1658	1630
Slc40a1	0	0	0	0	0	0
Gm9496	675	730	501	762	812	870
Rpl23a-ps1	1191	1270	909	1507	1532	1435
Gm3852	1003	1088	768	1110	1079	1193
Stk-ps2	2002	1901	1625	2363	1867	1951
Gm18849	346	290	227	369	275	237
Dnah7b	32	24	29	109	59	73
n-R5s211	137	125	82	160	168	110
Gm8326	699	678	489	617	810	910
Dnah7c	3457	3455	2526	3569	3590	3603
Slc39a10	5797	5320	4135	5131	5600	6012
Gm28151	99	79	30	97	108	102
Gm37393	6	15	2	10	17	17
Gm28527	18124	15720	10965	15678	18539	24474
Gm28825	629	743	465	511	591	505
Gm28826	227	214	151	227	261	228
Gm4852	2074	2002	1174	2313	2241	2038
Gm38090	3505	3272	1977	3156	3438	3209
Mir6350	1540	1388	917	1302	1409	1479
Gm18117	2530	2475	1477	1999	2339	2302
Gm37196	3924	4125	2795	2763	3042	3485
Gm8337	145	109	113	131	149	244
Gm22419	963	1052	785	1115	1242	1039
Gm23829	10	47	54	23	22	84
Gm19206	0	0	2	0	0	0
Gm5974	2471	2802	1736	2474	2859	2810
Gm23240	19	33	11	22	16	29
Gm28830	38	52	22	119	79	69
Gm8354	1687	1573	1097	1657	1658	1454
Gm19124	316	340	312	244	297	336
Gm8357	763	745	492	781	704	648
Gm22693	0	0	0	0	0	0
Gm28740	0	1	0	0	0	1
Gm8367	2964	3473	2249	5728	4379	2268
C230029F24Rik	252	315	162	255	267	293
Gm6757	1608	1663	1310	1551	1598	1947
Gm3605	1352	1518	1018	1421	1578	1428
Gm28388	0	11	7	49	62	46
Gm8384	2521	2591	1731	2598	2538	2784
4933411E06Rik	46	40	71	36	38	48
Gm8391	47	92	63	128	72	158
Gm27330	17	28	34	37	23	76
Gm29665	207	248	165	489	281	432
Gm20118	166	147	71	131	142	135
Gm25843	432	416	308	477	462	488
Gm28321	1942	1935	1307	2251	1925	2152
Tmeff2	586	645	397	609	622	646
Gm28322	2697	2844	2308	2826	2899	2748
Gm25736	20	18	22	28	12	25
Gm28319	841	727	531	835	723	790
Gm28320	8	24	155	52	2	47
Gm29325	432	432	337	389	533	535
9330175M20Rik	0	0	0	0	0	0
Sdpr	43	30	29	83	57	56
Gm5253	1	0	0	0	4	0
1700072G22Rik	2198	2045	1437	2248	2249	2128
Nabp1	1626	1666	1291	1707	1593	1750
Gm17767	1767	1862	1273	1706	1830	1927
Gm37535	1	0	0	0	1	7
Gm28055	2252	2275	1713	2192	2145	2123
Myo1b	0	0	0	0	0	1
Gm29453	1759	1868	1281	1472	1632	1565
Gm28323	3	2	3	33	4	1
Gm8419	470	418	325	658	455	526
Gm27607	0	0	0	0	0	0
Gm8420	0	0	0	0	0	1
Stat4	983	1011	684	922	985	949
Gm28177	1550	1671	945	1585	1580	1417
Gm3940	9296	10212	7220	10302	10191	9576
Gm45679	0	2	1	1	1	1
Stat1	1327	1434	921	1325	1500	1389
Gm18301	355	327	219	357	283	332
Gls	18	40	25	33	37	41
Gm5975	337	326	219	380	337	332
Gm23460	1794	1965	1462	1676	1501	1767
Nab1	1706	1731	1160	1911	1810	1783
Gm5976	0	0	0	0	0	0
Rps27a-ps1	486	520	340	517	516	499
Gm553	296	376	257	303	298	350
Gm28178	1	0	0	0	0	0
Gm5527	16	10	0	39	20	19
Nemp2	243	281	174	322	355	441
Gm37242	8	14	6	13	16	19
Mfsd6	20407	22680	16893	20024	21231	20576
Gm29670	1	1	3	1	4	3
Gm28650	325	300	187	301	287	282
Inpp1	797	860	623	821	955	817
Hibch	1954	2029	1552	2083	2068	2016
Gm16107	568	454	288	612	637	599
1700019D03Rik	10	10	12	4	4	8
Mstn	773	853	580	806	792	1026
Gm24349	18	18	27	69	36	55
1700019A02Rik	599	597	330	482	519	503
Pms1	455	497	313	522	583	507
Gm28777	3359	3906	2956	3265	2893	3977
Ormdl1	0	1	0	1	0	0
Gm28778	696	732	398	657	566	599
Osgepl1	6955	7332	5512	7723	7482	7680
Gm28551	88	96	22	71	97	88
Gm18800	190	130	99	457	254	238
Asnsd1	7017	7663	5076	6945	5700	5200
Gm28779	3	5	6	7	8	4
Gm6799	3168	3308	2211	2995	3127	3675
Gm6801	2640	2284	1592	2571	3083	2624
Dnah7a	666	689	525	649	653	657
Gm25240	2021	2032	1415	1945	1995	2087
Stk17b	5635	5851	4648	6118	5645	5467
Gm37863	44	37	35	40	44	40
Hecw2	865	777	606	906	816	874
Mir7681	1	1	1	1	3	0
Gm24251	812	820	503	779	875	910
Gm37633	0	0	0	0	0	0
Gm25829	524	466	397	518	452	382
Ccdc150	26	32	22	41	29	52
Gtf3c3	700	758	477	591	624	666
Gm34066	729	810	591	843	807	736
Pgap1	11	12	19	24	26	35
Gm36955	0	3	0	1	1	0
Gm19637	1193	1191	1080	1501	1404	1399
Ankrd44	2830	2762	2001	2738	2733	2714
4930444A19Rik	0	0	0	0	0	0
Gm37370	17	5	2	176	48	18
Gm24053	3	7	0	6	8	4
A130048G24Rik	1596	1701	1180	1811	1863	1693
Sf3b1	0	0	0	0	0	0
E330011M16Rik	0	0	2	0	1	1
Coq10b	3	4	0	2	6	23
Gm17971	1192	1145	723	944	1163	1094
Hspd1	6566	8577	7409	4858	6340	8893
Hspe1	2311	2143	1841	2073	1972	2040
Gm5147	2658	2810	2068	2569	2613	2806
Gm16581	1	1	0	1	1	1
Mob4	983	940	616	833	796	732
Gm6822	602	596	442	668	678	555
Rftn2	4773	4910	3424	6397	6774	5838
Gm10561	2452	2616	1704	2442	2209	2110
Mars2	439	531	496	2289	533	662
Boll	5287	5105	3668	5505	6055	5523
Gm8292	3174	2788	1909	3032	2896	2581
Gm29138	1288	1387	886	1075	1067	1068
Gm8531	17	16	5	45	19	27
Plcl1	1772	1877	1281	1894	1804	1636
Gm38056	654	661	423	778	669	521
Gm6644	0	0	0	0	0	0
Gm37382	1838	2065	1445	1927	1929	1911
9130227L01Rik	1192	1139	877	1161	1043	1321
Gm36986	4	4	3	3	2	0
1700003I22Rik	806	773	498	785	760	763
Gm28900	0	0	0	0	0	0
Gm28240	333	360	268	299	334	358
Hsfy2	4661	4784	3276	3893	4141	4451
Satb2	536	573	392	531	550	516
9130024F11Rik	3549	3605	2420	3057	3312	3920
Gm4081	863	731	609	645	572	561
Gm23943	2785	2359	1501	1909	2119	2138
1700126A01Rik	6	4	7	4	1	3
BC055402	0	0	0	0	0	0
Gm5254	5	0	2	2	2	7
4930558J18Rik	3119	3226	2288	3102	2909	2820
1700066M21Rik	1603	1853	1403	1945	1902	1919
Tyw5	409	392	266	260	362	393
9430016H08Rik	152	150	106	239	209	248
Gm22371	1105	1219	916	1041	1191	1259
Gm24014	17584	18115	13622	16313	16216	17650
Gm8581	70	69	48	69	96	60
Gm37373	1947	1840	1440	1899	1777	1747
Gm17929	1117	1099	680	1211	1189	1131
Spats2l	2592	2815	2099	2549	2604	2718
Gm17234	8	6	2	6	14	7
Kctd18	10	16	23	1	7	24
Sgol2a	0	3	0	1	0	0
Aox1	2235	2381	1598	2536	2625	2532
Aox3	865	1131	999	896	815	1073
Gm24548	60	36	42	130	70	91
Aox4	355	344	251	411	436	390
Gm15759	294	294	228	358	365	338
Aox2	3	5	4	9	10	8
Gm37607	987	929	535	973	898	774
Bzw1	4001	4348	3181	3978	3793	3977
Clk1	41	53	33	170	75	43
Ppil3	1696	1902	1370	1776	1973	1771
Nif3l1	0	7	4	2	4	9
Orc2	2588	2801	1800	2466	2463	2375
Gm23966	77	57	44	90	77	49
Gm15834	14	14	2	6	12	4
Fam126b	0	0	0	0	0	0
Ndufb3	240	220	148	227	180	176
Gm29389	3013	3433	2869	3347	3223	3140
Gm18802	193	207	135	167	148	222
Cbx3-ps7	522	485	340	594	574	577
Als2cr12	1610	1782	1158	1598	1807	1695
Gm20257	2	1	9	16	4	2
Gm28803	1427	1674	1170	1183	1440	1450
Cflar	3438	3967	2828	4728	4921	5787
Gm3841	553	580	388	632	555	549
Casp8	2168	2239	1640	2335	2249	2247
Gm37760	1672	1620	982	1651	1895	1698
Gm28802	2	2	10	15	4	15
Trak2	1310	1190	875	1197	1157	1049
Stradb	2185	2540	1978	2276	2242	2255
Als2cr11b	0	0	0	0	0	0
Gm29018	5649	5306	3696	3585	4312	5046
Als2cr11	3603	3754	2436	4085	4213	4015
Gm25502	3208	3422	2137	3230	3497	3350
Tmem237	894	765	566	896	882	784
G730003C15Rik	0	4	0	5	0	4
Mpp4	1760	1761	1114	1097	1360	1713
Gm29017	0	0	0	0	0	0
Gm19125	0	0	0	0	0	0
Als2	1901	1861	1180	1639	1672	1634
Cdk15	287	281	245	303	322	299
Gm29016	1115	1102	762	1193	1128	1040
Gm37737	461	452	285	461	449	475
Fzd7	9	21	3	11	5	4
Gm26813	992	947	719	1046	1018	912
Gm973	30	54	40	59	46	109
Gm28411	287	265	207	271	262	353
1700122D07Rik	11	11	10	5	2	15
Sumo1	114	59	32	100	112	75
Gm24545	1	0	4	1	0	2
D430013B06Rik	162	206	157	232	260	221
Gm29596	774	894	594	791	769	1010
Nop58	277	305	265	796	430	474
Snord70	70	65	59	84	116	66
Gm26293	1927	2008	1575	1952	2005	1813
Gm26287	810	845	508	1095	913	932
Snord11	274	274	214	368	311	320
Bmpr2	31	25	16	25	18	27
Gm38125	0	0	0	0	0	0
Gm37977	7783	8252	5685	5980	6420	7418
Fam117b	4	3	1	3	3	3
Gm37531	1019	1064	763	1085	1084	1112
Gm18829	236	187	158	833	244	248
Ica1l	294	295	176	290	250	260
Wdr12	176	150	96	168	169	185
Carf	1185	1182	801	1396	1291	1247
Gm15464	975	1015	724	1020	941	971
Nbeal1	0	0	0	0	0	0
Gm29332	730	764	397	679	716	594
Cyp20a1	934	865	698	978	971	941
6030460B20Rik	633	672	412	692	701	677
Abi2	579	644	308	572	641	601
Raph1	698	699	459	652	687	734
Gm11575	95	90	67	38	45	73
Gm11576	59	82	64	102	98	100
Gm11578	5973	5638	3809	5209	5327	5424
Gm38388	2	2	2	1	6	10
Gm23762	292	246	195	278	301	234
Gm11577	0	0	0	0	0	0
Eif4a-ps4	0	1	0	2	7	0
Cd28	158	117	118	504	157	156
Gm11579	354	425	329	380	383	370
2310016D23Rik	0	0	0	0	0	0
Gm37198	6	1	2	0	3	1
Gm11609	1042	951	840	1218	1185	1404
Gm11581	1	3	0	2	2	3
Gm38137	17	16	4	36	10	7
Ctla4	46	36	25	40	43	40
Rpl18-ps1	1416	1415	1187	1120	1106	1442
Gm11582	0	0	0	0	0	0
Icos	0	0	0	0	0	0
Gm37039	1809	1777	1230	2039	2082	2217
Rpl17-ps1	1924	1894	1204	1877	1979	1888
Gm11590	1517	1405	866	1339	1530	1504
Gm11591	356	369	237	383	315	320
Gm28083	433	444	273	392	434	416
Gm11587	2030	2189	1401	2243	2229	2304
9530026F06Rik	3684	3622	2197	4039	4080	4053
Gm11588	11437	13330	9913	13233	13276	12873
Gm25839	2449	2421	1643	2313	2301	2548
Gm28449	144	173	121	60	65	107
Gm36943	0	0	0	0	0	0
Gm28094	10	8	4	15	6	7
4930587A21Rik	714	697	447	890	937	874
Pard3b	6373	6368	4159	6314	7057	6570
Gm37205	174	152	122	179	229	202
Gm38012	38	31	12	39	57	49
Gm38278	17	8	30	57	20	47
Pard3bos1	6	9	2	4	16	18
Gm38075	145	125	76	374	208	178
Gm29640	4668	4194	2680	5417	5611	4619
Gm29641	168	188	129	300	269	251
Pard3bos2	95	60	47	460	247	191
Gm38351	2103	1955	1572	2024	2125	2203
Pard3bos3	388	356	270	250	255	233
Gm29084	105	89	67	275	236	252
Gm11600	0	0	0	0	0	0
Gm11599	1490	1507	996	1648	1621	1721
Nrp2	943	1109	798	1010	1025	1007
Gm29083	355	359	258	332	358	337
Gm37121	911	1012	698	924	904	763
Gm4208	293	356	233	763	395	435
Ino80d	15	27	19	46	30	55
Gm44468	849	1033	710	931	876	1081
Gm24942	1856	2057	1497	1938	2065	2597
Rps13-ps7	685	747	513	710	723	678
Rps27-ps1	1	2	2	5	1	2
Ino80dos	852	842	815	840	861	845
Gm20342	3452	3625	3032	3221	3404	4156
Ndufs1	1199	1270	839	1135	1185	1145
Gm24557	2	4	0	3	1	0
Eef1b2	1	0	0	3	0	0
Gm27390	293	282	193	306	348	323
Gm26457	23	23	1	9	13	15
Gm26457.1	0	0	0	0	0	0
Snora41	706	695	351	705	739	701
Gpr1	924	850	459	960	936	827
Gm27512	0	0	0	0	0	0
Platr12	0	0	0	0	0	0
1700039I01Rik	1020	1424	932	600	591	626
Gm11608	6701	7211	5119	6789	6580	6095
Gm24513	1202	1226	823	694	974	785
Zdbf2	1023	1014	716	1341	1408	1672
Gm23448	10	9	5	6	15	10
Gm11606	252	267	139	240	305	240
Gm11605	482	463	314	490	485	543
Adam23	3	0	0	0	0	0
Gm22281	621	544	383	520	568	523
Dytn	0	0	0	0	0	0
Gm12748	0	0	0	0	0	0
Mdh1b	845	932	591	725	869	756
Fastkd2	0	0	0	0	0	0
4933402D24Rik	0	0	0	0	1	0
Gm13751	28	44	37	39	22	44
Gm13754	7	9	9	63	46	22
Gm13749	894	832	539	850	708	673
Klf7	10	7	17	58	29	25
Gm26649	27	31	14	17	46	40
Mir6899	2743	2861	2011	2922	3230	2998
Gm13748	1428	1728	1399	1555	1620	1657
Gm13750	600	522	328	723	756	764
Gm28981	304	256	255	313	327	274
Gm25748	192	182	79	98	174	160
Gm28980	3059	3471	2083	3431	3747	3181
Creb1	0	0	0	1	0	0
Mettl21a	16	4	5	17	8	11
Gm28982	1927	1972	1398	1995	1940	1876
Gm29152	3	1	0	3	4	3
2810408I11Rik	1717	1707	1019	1743	1564	1698
Ccnyl1	724	763	574	501	433	489
Fzd5	5032	5180	3822	5466	5239	5519
Gm38058	543	406	288	539	435	489
Plekhm3	1	3	0	0	1	4
Rpl31-ps24	373	402	305	355	345	348
Rpl10a-ps1	447	513	392	374	458	392
Gm24788	9	10	1	4	4	3
Akr1cl	2	8	3	5	2	0
Gm8550	3202	3428	2184	3332	3189	3238
Cryge	2458	2279	1388	3113	2937	2705
Crygd	304	331	246	330	269	260
Crygc	1678	1599	1038	1608	1718	1622
Crygb	8072	7927	6162	2992	4230	7447
Gm7329	263	293	161	290	262	232
Cryga	0	0	2	0	0	0
Gm28845	631	758	635	1121	902	1044
D630023F18Rik	657	718	453	763	824	856
Idh1	3	0	0	4	0	2
Pikfyve	208	198	194	494	302	325
Pth2r	1141	1222	901	1329	1259	1291
Gm28927	197	257	124	206	216	168
Gm28926	544	535	416	590	589	587
Gm28925	1314	1418	857	1221	1242	1242
Gm28923	20	24	18	64	97	117
Gm28922	220	214	135	258	261	202
Gm28728	21309	21086	14091	19367	21014	22408
Gm5255	261	327	223	398	313	373
Gm8805	0	0	0	0	0	0
Crygf	98	81	37	135	110	93
Gm8809	3989	4581	3123	4058	4101	4374
Gm15659	2	1	2	1	0	2
Gm8812	4154	4757	3192	4238	4226	4070
Map2	171	178	108	134	134	223
Gm24729	59	41	42	48	35	30
Gm10558	1847	1752	1085	1835	2089	2112
Gm25411	84	79	58	102	78	92
Unc80	1089	1330	953	1197	1478	1520
Gm37181	2666	2841	1991	2893	3134	3401
Rpe	106	121	102	160	124	117
Kansl1l	6855	7453	5369	7473	7208	7473
Gm37570	626	693	565	787	716	647
Gm38387	1228	1145	772	1250	1059	942
Gm38162	41	29	31	24	30	33
Gm15789	0	0	0	0	6	0
6820402A03Rik	5	13	4	3	6	19
Gm37285	143	141	113	130	159	191
Gm37755	0	0	0	0	0	0
Gm38218	38	65	17	5	6	10
Acadl	1	0	5	6	2	1
Gm15793	919	962	775	1012	998	914
Gm27934	138	112	73	114	119	105
Gm25832	1475	1541	1170	1552	1647	1745
Myl1	1622	1611	1181	1631	1518	1621
Rpl31-ps14	0	3	1	2	3	2
Gm15826	0	0	0	0	0	0
Lancl1	5022	4945	3312	4962	5108	5269
Cps1	648	631	537	763	811	721
Gm15668	0	1	0	0	0	0
Gm26342	3196	3268	2278	3277	3277	3100
Kif22-ps	274	188	182	199	185	235
Gm22548	470	415	361	500	485	486
Gm15669	5	16	2	20	11	11
Gm37957	267	250	117	265	253	259
Gm23189	600	611	368	560	555	490
Gm15671	387	380	238	410	416	385
Erbb4	1690	1510	1161	1059	1359	2153
Gm37100	386	375	378	236	274	352
Gm15670	71	53	44	95	50	54
Gm25542	0	1	0	0	0	0
Gm19335	972	1219	881	2374	1478	1258
Gm37735	1565	1530	1124	1541	1522	1517
Gm37769	1166	1263	855	1297	1356	1489
Gm37061	4374	4160	2977	3986	3997	3523
Gm16076	3	1	0	15	7	6
Gm8840	925	830	683	1051	1013	1004
Pced1c-ps	4527	4973	3597	4401	4470	4364
Gm28497	295	290	199	292	283	289
Gm29113	38	26	22	113	69	56
Gm29114	8	5	4	25	19	7
Ikzf2	576	683	502	372	501	479
Gm29112	6473	6207	4766	6505	6463	6161
Gm28112	4182	3668	2495	3850	3777	3518
Gm37930	745	704	512	562	625	569
Spag16	610	549	407	465	556	533
Gm22665	1181	1108	893	1291	1271	1228
Gm23879	285	284	153	295	355	328
Gm28580	7683	8112	6078	6584	7271	8128
Gm38272	371	375	275	404	370	327
Gm37456	65	53	39	83	78	97
Gm23422	0	1	0	1	3	0
Vwc2l	3599	3622	2603	3304	3664	3913
Bard1	9	4	4	18	3	24
Gm16236	7899	7849	5740	10832	8300	10498
Gm8870	8790	8765	5983	9494	10032	9327
Abca12	0	0	0	0	0	0
Gm6947	1802	1866	1178	1395	1573	1745
Atic	44	47	56	48	79	70
Fn1	11	19	7	21	12	13
Apol7d	131	148	101	125	147	121
Gm5829	147	128	107	190	152	146
Gm5256	1	1	0	0	3	1
Gm37217	0	3	0	4	1	5
Gm8883	877	936	668	1132	1301	1228
Gm28818	860	880	504	976	832	852
4933417E11Rik	7	6	6	24	22	18
4930556G22Rik	2	0	2	6	1	0
Gm5528	926	1055	607	978	992	931
Gm8885	1478	1511	1133	1716	1892	1535
Gm4319	18	27	30	10	8	16
Mreg	479	566	413	422	494	501
Gm25360	4	10	9	14	4	37
D230017M19Rik	2496	2667	1776	2691	2555	2621
Gm23472	46	45	38	99	148	191
Gm24497	413	389	259	461	415	399
Gm25939	663	670	481	696	660	689
Pecr	593	647	530	601	663	667
Tmem169	95	130	79	89	92	108
Xrcc5	57	45	26	72	52	92
March4	1195	1165	932	1103	1168	1079
Gm15843	1641	1872	1126	1989	2267	2128
Smarcal1	962	975	747	991	958	1018
RP23-432C4.2	299	291	237	305	349	348
Ankar	1140	1081	748	1082	1035	891
RP23-38P22.2	1350	1345	953	1715	1690	1805
RP23-38P22.1	860	862	681	775	911	886
Rpl37a	370	322	208	334	352	335
Igfbp2	6	1	1	5	0	1
Igfbp5	641	563	410	565	569	514
1700027A15Rik	0	0	0	0	1	0
Tnp1	4004	4202	2880	4172	4436	4715
Gm38106	0	1	2	2	1	0
Gm29185	0	0	0	0	0	0
Gm29184	49	53	40	108	106	131
Pinc	996	1181	907	1258	1716	2477
Gm27315	1674	1472	1205	1319	1420	1439
D530049I02Rik	0	0	0	0	0	0
Gm9553	44	22	21	103	61	83
C530043A13Rik	3553	3385	2365	3392	3636	3481
Gm29186	0	0	0	0	0	2
6030407O03Rik	3921	3838	2643	3666	4171	3739
Gm29183	3466	3337	2192	3288	3230	3106
Gm25329	4661	5166	3879	4611	5073	4852
Mir6351	3405	3444	2471	3347	3362	3142
Tns1	4027	3745	2642	2989	3250	3773
Rufy4	84	97	77	239	168	158
Cxcr2	5268	5054	3693	4334	4680	4757
Cxcr1	0	0	0	0	0	0
Mir1928	0	0	0	0	0	0
Gm25524	84	82	64	65	66	80
Arpc2	0	0	0	0	0	0
Gpbar1	38	26	17	165	53	38
Aamp	865	708	329	716	755	589
Gm28364	1925	2011	1696	1925	1956	1935
Pnkd	0	0	0	0	0	0
Gm37503	1105	1195	880	1172	1074	1052
Tmbim1	0	0	0	1	0	0
Gm29358	1199	1177	702	1069	1138	1058
Gm37931	1456	1386	1052	1163	1268	1264
Catip	0	0	3	5	2	4
Slc11a1	1446	1570	1097	1846	1633	1613
Ctdsp1	618	655	428	657	605	597
Mir26b	1469	1400	926	1626	1589	1791
Vil1	0	0	0	0	0	0
Usp37	0	0	0	0	0	0
Gm37733	2207	2142	1498	2200	2409	2037
Cnot9	102	114	57	109	113	135
Plcd4	232	269	154	211	243	224
Zfp142	6136	6562	4409	6581	6710	5898
Gm25035	1640	1686	999	1695	1612	1554
Bcs1l	1	0	1	6	0	0
Rnf25	1	0	0	1	0	0
Stk36	1	0	0	0	0	1
Ttll4	30	43	20	24	28	41
Cyp27a1	1599	1719	1128	1596	1603	1535
Prkag3	8	4	4	8	8	7
Gm27507	0	0	3	0	0	1
Wnt6	958	874	587	934	977	907
Gm29539	50	119	139	401	177	218
Wnt10a	488	530	309	421	472	447
Gm16582	4	6	0	10	6	5
Cdk5r2	0	0	0	0	0	0
Fev	0	0	0	0	0	0
Cryba2	25	20	39	27	28	30
Mir375	0	2	0	0	1	0
Ccdc108	105	139	113	233	118	207
Gm15841	3608	3971	3199	4129	3475	4289
Ihh	31	43	47	44	63	100
Gm37744	766	870	643	965	803	873
Nhej1	0	0	0	52	0	0
Slc23a3	0	1	0	0	0	0
Cnppd1	3416	3345	2372	2615	2892	3389
Fam134a	20	26	2	23	19	11
Zfand2b	20	22	4	59	64	50
Abcb6	390	335	226	355	353	406
Gm29253	1839	1774	1086	2039	1746	1957
Atg9a	3792	3676	2806	2450	2825	3641
Ankzf1	0	0	0	0	0	0
Glb1l	0	0	1	0	0	0
Gm27943	574	607	493	550	527	559
Stk16	377	350	271	563	465	339
Tuba4a	891	1065	785	1037	1055	1049
A630095N17Rik	0	8	3	6	1	23
Dnajb2	743	852	589	886	793	838
Ptprn	369	409	272	429	517	448
Gm28294	772	824	510	957	1036	836
Resp18	2080	1717	1107	1476	1540	1568
Gm28902	6111	6003	3823	4742	4799	4848
Dnpep	0	0	0	0	0	0
Des	1412	1556	1124	1478	1630	2127
Gm15179	0	0	0	0	0	0
Speg	0	0	0	0	0	0
Gm15178	645	578	330	543	672	462
Gmppa	842	738	461	795	810	876
Asic4	2	1	0	2	6	0
Gm37264	1641	1770	1461	1725	1740	1938
Chpf	3	11	3	5	9	12
Obsl1	224	219	152	209	240	195
Tmem198	7	9	9	5	27	23
Inha	2161	2077	1440	2161	2122	1965
Gm15181	52	67	43	31	47	35
Stk11ip	0	0	0	0	0	2
Gm15183	1311	1431	1041	1496	1582	1673
Slc4a3	692	837	675	1843	1325	1820
Gm15180	291	233	187	198	305	321
Gm15182	431	376	243	389	415	421
Gm5257	0	0	0	0	1	1
Gm29065	30	22	6	60	48	41
Gm29068	2405	2498	1638	2403	2667	2518
Gm29069	29	43	29	98	91	77
Gm17751	4223	4267	2655	4755	5004	4102
Mir6343	991	1024	828	994	1128	1025
Gm816	9	15	11	16	15	8
Gm38265	379	311	212	340	353	356
Gm25974	0	0	0	0	0	0
Epha4	928	798	531	818	1075	916
Mir6352	2783	2895	1925	2711	2895	2957
Gm28386	2141	2362	1694	2327	2391	2159
Gm28385	2	1	0	2	3	6
Gm26263	548	544	275	576	566	471
Gm28387	13	9	9	19	9	12
Pax3	4755	4689	3099	5137	5029	4748
Sgpp2	0	3	0	0	6	13
Gm28410	377	431	275	451	436	362
Gm37884	447	376	313	442	534	566
Farsb	571	624	372	503	593	414
Gm28995	133	134	83	186	123	123
4833412K13Rik	449	508	396	469	571	541
BC035947	263	277	167	281	272	271
Mogat1	0	2	0	0	4	0
5730419F03Rik	43	26	9	50	52	45
Gm29611	613	759	508	725	775	812
Acsl3	1076	1022	661	933	931	928
Utp14b	0	0	0	0	0	0
Gm6159	3955	4940	4187	4737	5333	7508
Gm29536	2906	3036	2192	3182	3137	3097
Kcne4	1342	1336	824	1425	1276	1256
Gm29187	11	1	4	3	3	0
Gm5830	0	0	0	0	0	0
Scg2	40	37	34	65	28	67
Gm19027	1292	1490	1021	1498	1539	1600
Gm24160	2	0	0	0	2	1
Ap1s3	4678	4689	3344	4586	4538	4150
Gm37886	15662	15368	10321	14633	15634	15738
Wdfy1	375	392	312	388	429	369
Gm10555	101	118	95	233	163	205
Mrpl44	0	0	0	1	0	0
Serpine2	8	13	1	4	3	1
Gm5529	967	1041	898	1036	1067	1441
Gm28071	203	164	112	216	152	129
Gm28058	918	1098	843	1110	1148	1216
Gm23934	1819	1886	1221	1776	2027	1897
Gm38339	489	533	356	626	646	554
9830004L10Rik	0	0	0	0	0	0
Fam124b	1656	1738	1216	1682	1795	1871
2310015K22Rik	16	11	12	19	5	16
Gm37932	26	14	14	131	94	60
Cul3	98	126	76	117	122	128
Gm37902	0	0	0	2	0	0
Gm37262	877	871	548	880	848	767
Gm29125	0	1	0	0	0	0
Gm6189	31	19	13	17	22	16
1700016L21Rik	682	755	680	693	778	744
Gm45261	0	0	0	4	0	0
Dock10	420	519	415	481	442	566
Gm37645	168	150	103	187	189	182
Gm38062	4075	4419	3384	3358	3910	4074
A630081D01Rik	56	57	49	200	194	189
Gm29124	25	16	17	4	18	30
Gm28066	136	148	81	200	255	206
Nyap2	3643	3505	2194	2136	2917	2769
Gm37210	469	502	323	484	611	539
Gm6198	494	531	382	432	474	513
Gm5530	986	981	887	936	886	975
Gm7516	414	424	358	393	455	428
Gm37114	179	128	170	54	79	146
Mir6344	24	18	14	51	8	22
Irs1	1	0	0	0	0	0
Gm9747	1	0	0	0	0	1
Rhbdd1	294	303	247	421	209	299
Gm19552	0	0	0	0	0	0
Gm28940	302	357	242	278	283	312
Gm22112	589	588	399	602	596	598
Col4a4	1314	1388	1007	1326	1443	1296
Col4a3	16	13	19	77	23	23
n-R5s213	0	1	0	0	3	0
C430014B12Rik	0	0	0	0	0	0
Mff	620	612	411	592	669	672
Gm28941	2694	2941	2007	2713	2779	2968
Tm4sf20	0	0	0	0	0	0
Gm19257	159	147	119	129	55	135
Gm36999	0	3	0	0	0	2
Gm28942	1176	1040	750	1144	1211	1149
Gm17764	2	2	3	11	6	8
Gm22396	5321	6168	4393	6388	6299	6370
Agfg1	323	376	314	333	369	317
Gm7553	264	235	228	496	350	432
Slc19a3	1167	1243	1001	1162	1132	1113
Gm7539	38	32	31	96	60	49
Krtap28-10	37	70	39	23	42	42
A030005K14Rik	0	0	0	2	2	0
Krtap28-13	1000	930	566	917	953	898
Gm29518	0	0	0	0	0	0
Ccl20	0	0	0	0	0	0
Gm29519	29	16	25	43	23	30
Daw1	329	327	247	320	344	334
Gm6244	0	0	0	0	0	0
n-R5s214	0	0	0	0	0	0
Sphkap	5	8	1	2	7	10
Gm6374	0	1	0	0	2	3
Gm37517	632	650	456	712	644	609
Gm37989	5	5	9	1	7	1
4933436I20Rik	945	1029	759	670	517	699
Gm25754	1521	1678	1257	940	1331	1590
