AD_C1	AD_C2	AD_C3	ATG7_T1	ATG7_T2	ATG7_T3
4930521E06Rik	8160	7417	8178	4725	4869	3593
Gm38110	267	329	272	497	518	549
Gm3489	0	0	0	5	6	3
Gm19480	2980	2711	2868	1407	1441	1139
Gm3496	3408	3484	3380	3169	3329	2106
Gm5268	817	716	812	680	767	493
Col3a1	0	0	1	0	10	5
AC125167.1	1995	2091	1930	1832	1853	1353
Col5a2	3658	3893	3692	4289	4083	2864
Gm38211	0	0	1	0	1	0
Gm8296	0	0	0	1	1	0
Gm7063	0	0	0	0	0	0
Gm8304	0	0	0	2	0	0
Gm23216	1923	1881	1579	1441	1509	1019
Gm23974	0	0	0	2	3	1
Gm8307	0	0	0	0	0	1
Gm23984	4429	4698	4594	3147	3098	2237
Wdr75	0	0	0	0	0	0
Gm28906	3	0	3	0	4	5
Gm5526	785	633	759	757	709	469
Gm5269	1641	1515	1613	875	933	609
Gm18303	1551	1601	1616	1640	1629	1119
Slc40a1	0	0	0	0	0	0
Gm9496	690	646	624	675	730	501
Rpl23a-ps1	1139	1213	1281	1191	1270	909
Gm3852	1748	1763	1730	1003	1088	768
Stk-ps2	1910	1924	1913	2002	1901	1625
Gm18849	394	372	305	346	290	227
Dnah7b	14	3	1	32	24	29
n-R5s211	117	131	136	137	125	82
Gm8326	545	517	474	699	678	489
Dnah7c	4125	3932	4235	3457	3455	2526
Slc39a10	5308	5544	5391	5797	5320	4135
Gm28151	143	132	124	99	79	30
Gm37393	8	3	9	6	15	2
Gm28527	537	501	534	18124	15720	10965
Gm28825	1158	1024	1089	629	743	465
Gm28826	263	218	246	227	214	151
Gm4852	1737	1448	1524	2074	2002	1174
Gm38090	2387	2133	2062	3505	3272	1977
Mir6350	1164	1037	1000	1540	1388	917
Gm18117	2246	2269	2131	2530	2475	1477
Gm37196	5336	5699	5284	3924	4125	2795
Gm8337	0	0	0	145	109	113
Gm22419	1436	1374	1491	963	1052	785
Gm23829	0	0	0	10	47	54
Gm19206	0	0	0	0	0	2
Gm5974	2271	2117	2082	2471	2802	1736
Gm23240	28	24	26	19	33	11
Gm28830	0	0	0	38	52	22
Gm8354	3380	3344	3175	1687	1573	1097
Gm19124	338	333	316	316	340	312
Gm8357	1085	1068	1151	763	745	492
Gm22693	0	0	1	0	0	0
Gm28740	0	0	0	0	1	0
Gm8367	4063	3740	4156	2964	3473	2249
C230029F24Rik	169	164	193	252	315	162
Gm6757	1619	1452	1586	1608	1663	1310
Gm3605	2703	2527	2717	1352	1518	1018
Gm28388	9	12	8	0	11	7
Gm8384	1908	1815	1690	2521	2591	1731
4933411E06Rik	11	24	12	46	40	71
Gm8391	0	1	1	47	92	63
Gm27330	0	0	0	17	28	34
Gm29665	0	0	0	207	248	165
Gm20118	91	73	81	166	147	71
Gm25843	509	455	439	432	416	308
Gm28321	1454	1451	1560	1942	1935	1307
Tmeff2	996	887	857	586	645	397
Gm28322	4467	4436	4654	2697	2844	2308
Gm25736	5	2	8	20	18	22
Gm28319	488	434	441	841	727	531
Gm28320	0	0	0	8	24	155
Gm29325	326	328	293	432	432	337
9330175M20Rik	0	0	0	0	0	0
Sdpr	9	9	3	43	30	29
Gm5253	0	0	0	1	0	0
1700072G22Rik	1463	1492	1398	2198	2045	1437
Nabp1	1293	1165	1264	1626	1666	1291
Gm17767	2420	2208	2386	1767	1862	1273
Gm37535	0	0	0	1	0	0
Gm28055	3047	2784	2671	2252	2275	1713
Myo1b	0	0	0	0	0	0
Gm29453	3325	3317	3281	1759	1868	1281
Gm28323	4	1	4	3	2	3
Gm8419	5	4	19	470	418	325
Gm27607	0	0	0	0	0	0
Gm8420	0	0	0	0	0	0
Stat4	1469	1261	1434	983	1011	684
Gm28177	1317	1181	1217	1550	1671	945
Gm3940	22591	22090	22524	9296	10212	7220
Gm45679	1	4	3	0	2	1
Stat1	1825	1528	1773	1327	1434	921
Gm18301	533	466	533	355	327	219
Gls	7	2	14	18	40	25
Gm5975	431	369	447	337	326	219
Gm23460	2708	2806	2885	1794	1965	1462
Nab1	2278	2077	2211	1706	1731	1160
Gm5976	0	0	0	0	0	0
Rps27a-ps1	736	652	704	486	520	340
Gm553	373	282	312	296	376	257
Gm28178	0	0	0	1	0	0
Gm5527	0	0	0	16	10	0
Nemp2	70	64	42	243	281	174
Gm37242	0	0	0	8	14	6
Mfsd6	33250	33641	32803	20407	22680	16893
Gm29670	2	3	1	1	1	3
Gm28650	273	296	272	325	300	187
Inpp1	1179	1025	1046	797	860	623
Hibch	1810	2024	1918	1954	2029	1552
Gm16107	192	215	173	568	454	288
1700019D03Rik	10	16	9	10	10	12
Mstn	732	702	813	773	853	580
Gm24349	3	7	11	18	18	27
1700019A02Rik	976	886	919	599	597	330
Pms1	413	370	402	455	497	313
Gm28777	3805	3973	3712	3359	3906	2956
Ormdl1	2	0	1	0	1	0
Gm28778	867	715	744	696	732	398
Osgepl1	7045	6736	7217	6955	7332	5512
Gm28551	24	25	31	88	96	22
Gm18800	0	0	0	190	130	99
Asnsd1	6095	6043	6782	7017	7663	5076
Gm28779	4	0	2	3	5	6
Gm6799	1975	1748	1767	3168	3308	2211
Gm6801	3263	3080	2947	2640	2284	1592
Dnah7a	1144	996	1152	666	689	525
Gm25240	2409	2309	2484	2021	2032	1415
Stk17b	9402	8789	8054	5635	5851	4648
Gm37863	17	22	26	44	37	35
Hecw2	1163	1143	1215	865	777	606
Mir7681	0	0	0	1	1	1
Gm24251	643	632	669	812	820	503
Gm37633	0	0	0	0	0	0
Gm25829	836	967	883	524	466	397
Ccdc150	30	13	31	26	32	22
Gtf3c3	741	619	722	700	758	477
Gm34066	759	753	757	729	810	591
Pgap1	0	0	0	11	12	19
Gm36955	0	0	4	0	3	0
Gm19637	1263	1274	1420	1193	1191	1080
Ankrd44	4010	3922	3934	2830	2762	2001
4930444A19Rik	0	1	0	0	0	0
Gm37370	0	0	0	17	5	2
Gm24053	0	0	0	3	7	0
A130048G24Rik	2579	2422	2697	1596	1701	1180
Sf3b1	0	0	0	0	0	0
E330011M16Rik	0	0	0	0	0	2
Coq10b	1	1	0	3	4	0
Gm17971	1703	1603	1520	1192	1145	723
Hspd1	19386	22933	21645	6566	8577	7409
Hspe1	3655	3847	3483	2311	2143	1841
Gm5147	3817	3784	3458	2658	2810	2068
Gm16581	0	0	0	1	1	0
Mob4	1407	1377	1417	983	940	616
Gm6822	958	904	933	602	596	442
Rftn2	3592	3643	3520	4773	4910	3424
Gm10561	5132	4908	5383	2452	2616	1704
Mars2	929	789	946	439	531	496
Boll	8983	9045	8853	5287	5105	3668
Gm8292	3268	2739	2708	3174	2788	1909
Gm29138	1183	1109	1273	1288	1387	886
Gm8531	0	1	0	17	16	5
Plcl1	2719	2518	2632	1772	1877	1281
Gm38056	1354	1291	1393	654	661	423
Gm6644	0	0	0	0	0	0
Gm37382	3645	3182	3685	1838	2065	1445
9130227L01Rik	1265	1223	1430	1192	1139	877
Gm36986	0	1	1	4	4	3
1700003I22Rik	919	980	861	806	773	498
Gm28900	0	0	0	0	0	0
Gm28240	506	555	593	333	360	268
Hsfy2	5964	5844	5410	4661	4784	3276
Satb2	678	521	705	536	573	392
9130024F11Rik	3946	3768	3687	3549	3605	2420
Gm4081	1216	1275	1038	863	731	609
Gm23943	1181	1144	1031	2785	2359	1501
1700126A01Rik	7	3	6	6	4	7
BC055402	0	0	0	0	0	0
Gm5254	1	0	1	5	0	2
4930558J18Rik	5041	4553	5051	3119	3226	2288
1700066M21Rik	2974	2944	3223	1603	1853	1403
Tyw5	259	237	252	409	392	266
9430016H08Rik	3	0	0	152	150	106
Gm22371	1510	1574	1435	1105	1219	916
Gm24014	26191	27843	26870	17584	18115	13622
Gm8581	51	60	58	70	69	48
Gm37373	1887	1993	2033	1947	1840	1440
Gm17929	825	776	760	1117	1099	680
Spats2l	3546	3460	3733	2592	2815	2099
Gm17234	3	0	0	8	6	2
Kctd18	12	25	18	10	16	23
Sgol2a	0	0	0	0	3	0
Aox1	2704	2716	2846	2235	2381	1598
Aox3	6540	6296	5515	865	1131	999
Gm24548	0	2	0	60	36	42
Aox4	473	415	486	355	344	251
Gm15759	392	347	406	294	294	228
Aox2	8	4	10	3	5	4
Gm37607	969	870	834	987	929	535
Bzw1	6598	6216	6438	4001	4348	3181
Clk1	8	6	7	41	53	33
Ppil3	2590	2690	2650	1696	1902	1370
Nif3l1	0	0	0	0	7	4
Orc2	3127	3197	2944	2588	2801	1800
Gm23966	122	117	118	77	57	44
Gm15834	7	9	6	14	14	2
Fam126b	0	0	0	0	0	0
Ndufb3	503	488	470	240	220	148
Gm29389	7342	7475	7671	3013	3433	2869
Gm18802	168	216	184	193	207	135
Cbx3-ps7	422	447	368	522	485	340
Als2cr12	2861	2539	2875	1610	1782	1158
Gm20257	0	0	0	2	1	9
Gm28803	3211	3584	3171	1427	1674	1170
Cflar	3174	3116	3192	3438	3967	2828
Gm3841	589	636	647	553	580	388
Casp8	3046	3004	2975	2168	2239	1640
Gm37760	1025	986	1005	1672	1620	982
Gm28802	0	0	0	2	2	10
Trak2	1151	1233	1340	1310	1190	875
Stradb	5285	5694	5529	2185	2540	1978
Als2cr11b	0	0	0	0	0	0
Gm29018	4441	4688	3814	5649	5306	3696
Als2cr11	3349	3309	3362	3603	3754	2436
Gm25502	3679	3271	3603	3208	3422	2137
Tmem237	1187	1067	1061	894	765	566
G730003C15Rik	0	1	0	0	4	0
Mpp4	1303	1374	1273	1760	1761	1114
Gm29017	0	0	0	0	0	0
Gm19125	0	0	0	0	0	0
Als2	2090	1974	1933	1901	1861	1180
Cdk15	374	286	273	287	281	245
Gm29016	1853	1828	1768	1115	1102	762
Gm37737	306	302	319	461	452	285
Fzd7	17	22	7	9	21	3
Gm26813	1017	1007	1026	992	947	719
Gm973	23	12	16	30	54	40
Gm28411	185	153	190	287	265	207
1700122D07Rik	1	1	6	11	11	10
Sumo1	43	40	26	114	59	32
Gm24545	0	0	2	1	0	4
D430013B06Rik	459	395	395	162	206	157
Gm29596	1319	1233	1235	774	894	594
Nop58	0	0	0	277	305	265
Snord70	100	69	73	70	65	59
Gm26293	2703	2802	2771	1927	2008	1575
Gm26287	618	660	568	810	845	508
Snord11	168	208	221	274	274	214
Bmpr2	41	18	31	31	25	16
Gm38125	2	0	0	0	0	0
Gm37977	6668	7107	6083	7783	8252	5685
Fam117b	3	0	0	4	3	1
Gm37531	947	993	956	1019	1064	763
Gm18829	118	125	124	236	187	158
Ica1l	360	300	357	294	295	176
Wdr12	146	182	116	176	150	96
Carf	1554	1287	1411	1185	1182	801
Gm15464	1215	1173	1277	975	1015	724
Nbeal1	0	3	0	0	0	0
Gm29332	990	871	1004	730	764	397
Cyp20a1	1052	1023	1103	934	865	698
6030460B20Rik	481	505	581	633	672	412
Abi2	394	373	385	579	644	308
Raph1	872	888	792	698	699	459
Gm11575	124	119	120	95	90	67
Gm11576	29	22	18	59	82	64
Gm11578	4650	4871	4505	5973	5638	3809
Gm38388	1	13	6	2	2	2
Gm23762	379	322	334	292	246	195
Gm11577	0	0	0	0	0	0
Eif4a-ps4	8	4	4	0	1	0
Cd28	280	326	325	158	117	118
Gm11579	489	452	473	354	425	329
2310016D23Rik	0	0	0	0	0	0
Gm37198	10	5	8	6	1	2
Gm11609	512	566	476	1042	951	840
Gm11581	0	1	0	1	3	0
Gm38137	18	17	23	17	16	4
Ctla4	51	32	54	46	36	25
Rpl18-ps1	1460	1618	1412	1416	1415	1187
Gm11582	0	0	0	0	0	0
Icos	0	0	0	0	0	0
Gm37039	1901	1886	1902	1809	1777	1230
Rpl17-ps1	1853	1817	1823	1924	1894	1204
Gm11590	570	474	395	1517	1405	866
Gm11591	275	305	294	356	369	237
Gm28083	507	428	410	433	444	273
Gm11587	2811	2638	2747	2030	2189	1401
9530026F06Rik	3026	2783	3089	3684	3622	2197
Gm11588	17688	17879	18361	11437	13330	9913
Gm25839	2247	1865	1971	2449	2421	1643
Gm28449	717	587	586	144	173	121
Gm36943	0	0	0	0	0	0
Gm28094	6	7	5	10	8	4
4930587A21Rik	733	622	778	714	697	447
Pard3b	10374	9671	9507	6373	6368	4159
Gm37205	240	211	207	174	152	122
Gm38012	1	0	0	38	31	12
Gm38278	0	0	0	17	8	30
Pard3bos1	0	0	0	6	9	2
Gm38075	16	5	14	145	125	76
Gm29640	1893	1787	2206	4668	4194	2680
Gm29641	92	90	95	168	188	129
Pard3bos2	0	0	0	95	60	47
Gm38351	2311	2342	2381	2103	1955	1572
Pard3bos3	805	701	849	388	356	270
Gm29084	35	30	14	105	89	67
Gm11600	0	0	0	0	0	0
Gm11599	1503	1504	1543	1490	1507	996
Nrp2	1347	1343	1350	943	1109	798
Gm29083	257	217	228	355	359	258
Gm37121	2143	1954	2192	911	1012	698
Gm4208	55	32	30	293	356	233
Ino80d	0	1	5	15	27	19
Gm44468	1460	1375	1396	849	1033	710
Gm24942	1524	1318	1350	1856	2057	1497
Rps13-ps7	811	812	816	685	747	513
Rps27-ps1	0	0	0	1	2	2
Ino80dos	2636	2516	2723	852	842	815
Gm20342	8154	7403	6936	3452	3625	3032
Ndufs1	2053	1962	1868	1199	1270	839
Gm24557	5	1	2	2	4	0
Eef1b2	0	0	0	1	0	0
Gm27390	162	197	172	293	282	193
Gm26457	9	17	15	23	23	1
Gm26457.1	0	1	0	0	0	0
Snora41	608	550	516	706	695	351
Gpr1	493	396	408	924	850	459
Gm27512	0	0	0	0	0	0
Platr12	0	0	0	0	0	0
1700039I01Rik	2805	3019	2975	1020	1424	932
Gm11608	10642	10373	10779	6701	7211	5119
Gm24513	1429	1130	1396	1202	1226	823
Zdbf2	375	295	357	1023	1014	716
Gm23448	8	9	1	10	9	5
Gm11606	192	172	182	252	267	139
Gm11605	434	440	417	482	463	314
Adam23	0	0	0	3	0	0
Gm22281	340	340	371	621	544	383
Dytn	1	5	0	0	0	0
Gm12748	0	0	0	0	0	0
Mdh1b	1119	1081	1152	845	932	591
Fastkd2	0	0	0	0	0	0
4933402D24Rik	2	3	3	0	0	0
Gm13751	63	30	31	28	44	37
Gm13754	0	0	0	7	9	9
Gm13749	2038	1751	2018	894	832	539
Klf7	1	0	0	10	7	17
Gm26649	21	20	9	27	31	14
Mir6899	3738	3321	3604	2743	2861	2011
Gm13748	2763	2864	2912	1428	1728	1399
Gm13750	329	373	345	600	522	328
Gm28981	330	339	391	304	256	255
Gm25748	308	269	267	192	182	79
Gm28980	5027	4794	4946	3059	3471	2083
Creb1	0	0	0	0	0	0
Mettl21a	0	0	0	16	4	5
Gm28982	2344	2175	2267	1927	1972	1398
Gm29152	0	0	2	3	1	0
2810408I11Rik	1688	1487	1441	1717	1707	1019
Ccnyl1	1338	1448	1378	724	763	574
Fzd5	6897	6863	7307	5032	5180	3822
Gm38058	554	516	505	543	406	288
Plekhm3	0	1	0	1	3	0
Rpl31-ps24	796	842	780	373	402	305
Rpl10a-ps1	647	640	643	447	513	392
Gm24788	34	17	24	9	10	1
Akr1cl	9	2	0	2	8	3
Gm8550	5487	5196	5469	3202	3428	2184
Cryge	1199	1071	1084	2458	2279	1388
Crygd	601	554	577	304	331	246
Crygc	1894	1605	1677	1678	1599	1038
Crygb	10418	11072	9450	8072	7927	6162
Gm7329	483	503	522	263	293	161
Cryga	0	3	0	0	0	2
Gm28845	1972	1898	1921	631	758	635
D630023F18Rik	575	571	639	657	718	453
Idh1	0	5	0	3	0	0
Pikfyve	26	8	22	208	198	194
Pth2r	1589	1605	1717	1141	1222	901
Gm28927	394	331	376	197	257	124
Gm28926	593	655	716	544	535	416
Gm28925	1063	974	962	1314	1418	857
Gm28923	20	5	3	20	24	18
Gm28922	206	176	192	220	214	135
Gm28728	20363	20176	20401	21309	21086	14091
Gm5255	287	286	311	261	327	223
Gm8805	0	0	0	0	0	0
Crygf	22	26	35	98	81	37
Gm8809	8225	7935	8493	3989	4581	3123
Gm15659	2	1	2	2	1	2
Gm8812	8093	6916	7099	4154	4757	3192
Map2	24	27	23	171	178	108
Gm24729	86	67	74	59	41	42
Gm10558	15	19	15	1847	1752	1085
Gm25411	110	82	83	84	79	58
Unc80	729	680	704	1089	1330	953
Gm37181	2831	2629	2661	2666	2841	1991
Rpe	81	93	86	106	121	102
Kansl1l	6756	6921	6915	6855	7453	5369
Gm37570	1205	962	1295	626	693	565
Gm38387	1567	1594	1433	1228	1145	772
Gm38162	5	3	2	41	29	31
Gm15789	1	0	0	0	0	0
6820402A03Rik	7	8	14	5	13	4
Gm37285	136	87	100	143	141	113
Gm37755	0	0	0	0	0	0
Gm38218	60	43	54	38	65	17
Acadl	0	0	0	1	0	5
Gm15793	1780	1684	1781	919	962	775
Gm27934	170	129	153	138	112	73
Gm25832	2449	2367	2298	1475	1541	1170
Myl1	2375	2501	2586	1622	1611	1181
Rpl31-ps14	0	0	0	0	3	1
Gm15826	0	0	0	0	0	0
Lancl1	4725	4620	4775	5022	4945	3312
Cps1	537	542	510	648	631	537
Gm15668	0	0	0	0	1	0
Gm26342	5045	4756	5312	3196	3268	2278
Kif22-ps	299	291	243	274	188	182
Gm22548	780	754	804	470	415	361
Gm15669	2	8	4	5	16	2
Gm37957	315	361	440	267	250	117
Gm23189	882	733	710	600	611	368
Gm15671	517	377	442	387	380	238
Erbb4	1288	1250	1061	1690	1510	1161
Gm37100	705	736	713	386	375	378
Gm15670	186	155	159	71	53	44
Gm25542	0	0	0	0	1	0
Gm19335	4563	5226	5031	972	1219	881
Gm37735	1781	1944	2036	1565	1530	1124
Gm37769	3068	2777	3028	1166	1263	855
Gm37061	6350	5604	5944	4374	4160	2977
Gm16076	0	3	0	3	1	0
Gm8840	1277	1291	1323	925	830	683
Pced1c-ps	9612	10047	10018	4527	4973	3597
Gm28497	306	317	309	295	290	199
Gm29113	15	8	28	38	26	22
Gm29114	0	0	0	8	5	4
Ikzf2	568	626	489	576	683	502
Gm29112	6479	6828	7032	6473	6207	4766
Gm28112	3152	2859	2563	4182	3668	2495
Gm37930	1006	1054	999	745	704	512
Spag16	538	464	502	610	549	407
Gm22665	1972	1706	1812	1181	1108	893
Gm23879	127	153	135	285	284	153
Gm28580	10066	9991	9387	7683	8112	6078
Gm38272	305	328	370	371	375	275
Gm37456	49	35	38	65	53	39
Gm23422	1	0	2	0	1	0
Vwc2l	2967	2959	2509	3599	3622	2603
Bard1	0	0	0	9	4	4
Gm16236	5783	5362	5773	7899	7849	5740
Gm8870	15159	12704	14049	8790	8765	5983
Abca12	0	0	0	0	0	0
Gm6947	2443	2643	2315	1802	1866	1178
Atic	55	61	55	44	47	56
Fn1	7	4	6	11	19	7
Apol7d	304	249	239	131	148	101
Gm5829	131	78	104	147	128	107
Gm5256	0	0	0	1	1	0
Gm37217	0	1	3	0	3	0
Gm8883	1400	1210	1259	877	936	668
Gm28818	997	1014	1043	860	880	504
4933417E11Rik	0	5	4	7	6	6
4930556G22Rik	4	2	3	2	0	2
Gm5528	931	896	856	926	1055	607
Gm8885	1835	1662	1982	1478	1511	1133
Gm4319	1	7	12	18	27	30
Mreg	637	451	482	479	566	413
Gm25360	3	2	0	4	10	9
D230017M19Rik	2789	2623	2662	2496	2667	1776
Gm23472	0	1	0	46	45	38
Gm24497	369	316	367	413	389	259
Gm25939	899	940	1010	663	670	481
Pecr	997	1023	965	593	647	530
Tmem169	92	82	71	95	130	79
Xrcc5	46	50	41	57	45	26
March4	2607	2773	2826	1195	1165	932
Gm15843	1704	1627	1759	1641	1872	1126
Smarcal1	1435	1381	1435	962	975	747
RP23-432C4.2	402	405	427	299	291	237
Ankar	1006	873	975	1140	1081	748
RP23-38P22.2	1988	1801	1891	1350	1345	953
RP23-38P22.1	865	801	794	860	862	681
Rpl37a	405	324	306	370	322	208
Igfbp2	0	0	0	6	1	1
Igfbp5	1368	1332	1433	641	563	410
1700027A15Rik	5	5	1	0	0	0
Tnp1	2857	3208	3153	4004	4202	2880
Gm38106	1	1	3	0	1	2
Gm29185	0	0	0	0	0	0
Gm29184	2	9	6	49	53	40
Pinc	919	1024	1026	996	1181	907
Gm27315	2321	2248	1853	1674	1472	1205
D530049I02Rik	0	0	0	0	0	0
Gm9553	8	0	0	44	22	21
C530043A13Rik	4672	4423	4664	3553	3385	2365
Gm29186	0	0	0	0	0	0
6030407O03Rik	5888	5626	5736	3921	3838	2643
Gm29183	5446	5021	5289	3466	3337	2192
Gm25329	8332	8067	8439	4661	5166	3879
Mir6351	5990	5408	6031	3405	3444	2471
Tns1	3903	3740	3491	4027	3745	2642
Rufy4	2	3	6	84	97	77
Cxcr2	4936	4785	4360	5268	5054	3693
Cxcr1	0	0	0	0	0	0
Mir1928	0	0	0	0	0	0
Gm25524	191	183	207	84	82	64
Arpc2	0	0	0	0	0	0
Gpbar1	0	0	0	38	26	17
Aamp	1171	964	1036	865	708	329
Gm28364	2409	2496	2612	1925	2011	1696
Pnkd	0	0	0	0	0	0
Gm37503	1815	2059	1872	1105	1195	880
Tmbim1	0	0	0	0	0	0
Gm29358	1481	1453	1414	1199	1177	702
Gm37931	2339	2469	2182	1456	1386	1052
Catip	0	0	0	0	0	3
Slc11a1	1516	1417	1599	1446	1570	1097
Ctdsp1	715	804	734	618	655	428
Mir26b	1251	1273	1229	1469	1400	926
Vil1	0	0	0	0	0	0
Usp37	0	0	0	0	0	0
Gm37733	2894	2752	2818	2207	2142	1498
Cnot9	147	138	150	102	114	57
Plcd4	332	287	331	232	269	154
Zfp142	8275	8157	8012	6136	6562	4409
Gm25035	1847	1651	1703	1640	1686	999
Bcs1l	3	0	0	1	0	1
Rnf25	0	0	0	1	0	0
Stk36	0	0	0	1	0	0
Ttll4	74	73	62	30	43	20
Cyp27a1	2862	2814	2850	1599	1719	1128
Prkag3	5	8	6	8	4	4
Gm27507	1	3	0	0	0	3
Wnt6	406	356	349	958	874	587
Gm29539	0	0	0	50	119	139
Wnt10a	775	760	722	488	530	309
Gm16582	0	0	0	4	6	0
Cdk5r2	0	0	0	0	0	0
Fev	0	0	0	0	0	0
Cryba2	10	4	3	25	20	39
Mir375	0	0	0	0	2	0
Ccdc108	9	14	10	105	139	113
Gm15841	4123	4001	4457	3608	3971	3199
Ihh	1	0	0	31	43	47
Gm37744	1377	1230	1299	766	870	643
Nhej1	0	0	0	0	0	0
Slc23a3	0	0	0	0	1	0
Cnppd1	3217	3448	3268	3416	3345	2372
Fam134a	0	0	0	20	26	2
Zfand2b	2	2	2	20	22	4
Abcb6	489	437	544	390	335	226
Gm29253	849	781	638	1839	1774	1086
Atg9a	5459	6096	5390	3792	3676	2806
Ankzf1	0	0	0	0	0	0
Glb1l	0	0	0	0	0	1
Gm27943	1006	980	970	574	607	493
Stk16	18	21	27	377	350	271
Tuba4a	1310	1398	1320	891	1065	785
A630095N17Rik	1	0	2	0	8	3
Dnajb2	1005	956	1122	743	852	589
Ptprn	440	380	489	369	409	272
Gm28294	740	628	812	772	824	510
Resp18	801	824	782	2080	1717	1107
Gm28902	9469	9827	8517	6111	6003	3823
Dnpep	0	0	0	0	0	0
Des	662	547	633	1412	1556	1124
Gm15179	0	0	0	0	0	0
Speg	0	0	0	0	0	0
Gm15178	414	343	363	645	578	330
Gmppa	697	600	548	842	738	461
Asic4	1	0	0	2	1	0
Gm37264	2339	2530	2430	1641	1770	1461
Chpf	0	0	0	3	11	3
Obsl1	300	244	282	224	219	152
Tmem198	1	0	0	7	9	9
Inha	3054	2967	3119	2161	2077	1440
Gm15181	90	95	90	52	67	43
Stk11ip	0	0	0	0	0	0
Gm15183	1503	1410	1463	1311	1431	1041
Slc4a3	21	19	9	692	837	675
Gm15180	121	97	123	291	233	187
Gm15182	319	301	311	431	376	243
Gm5257	0	0	7	0	0	0
Gm29065	0	0	1	30	22	6
Gm29068	2549	2639	2433	2405	2498	1638
Gm29069	2	0	0	29	43	29
Gm17751	2431	2468	2345	4223	4267	2655
Mir6343	1559	1412	1490	991	1024	828
Gm816	0	0	0	9	15	11
Gm38265	550	543	590	379	311	212
Gm25974	0	0	1	0	0	0
Epha4	379	384	392	928	798	531
Mir6352	2687	2973	2765	2783	2895	1925
Gm28386	4380	3894	4298	2141	2362	1694
Gm28385	0	0	0	2	1	0
Gm26263	480	347	330	548	544	275
Gm28387	0	0	0	13	9	9
Pax3	4538	4413	4483	4755	4689	3099
Sgpp2	3	0	4	0	3	0
Gm28410	513	450	501	377	431	275
Gm37884	439	399	379	447	376	313
Farsb	1347	1349	1413	571	624	372
Gm28995	99	87	85	133	134	83
4833412K13Rik	489	443	459	449	508	396
BC035947	326	305	311	263	277	167
Mogat1	0	1	0	0	2	0
5730419F03Rik	7	4	1	43	26	9
Gm29611	737	752	688	613	759	508
Acsl3	690	614	659	1076	1022	661
Utp14b	0	0	0	0	0	0
Gm6159	12784	12090	10681	3955	4940	4187
Gm29536	4063	3946	4140	2906	3036	2192
Kcne4	1065	997	1070	1342	1336	824
Gm29187	8	9	11	11	1	4
Gm5830	0	0	0	0	0	0
Scg2	0	0	1	40	37	34
Gm19027	1449	1393	1395	1292	1490	1021
Gm24160	0	0	0	2	0	0
Ap1s3	8030	7514	8052	4678	4689	3344
Gm37886	13710	13100	13094	15662	15368	10321
Wdfy1	573	724	592	375	392	312
Gm10555	510	539	504	101	118	95
Mrpl44	0	0	0	0	0	0
Serpine2	8	8	6	8	13	1
Gm5529	231	184	157	967	1041	898
Gm28071	67	62	89	203	164	112
Gm28058	1978	1816	2027	918	1098	843
Gm23934	1803	1771	1824	1819	1886	1221
Gm38339	713	593	647	489	533	356
9830004L10Rik	0	0	0	0	0	0
Fam124b	1563	1577	1452	1656	1738	1216
2310015K22Rik	0	0	0	16	11	12
Gm37932	0	0	0	26	14	14
Cul3	82	53	54	98	126	76
Gm37902	0	0	0	0	0	0
Gm37262	1158	1237	1134	877	871	548
Gm29125	0	0	0	0	1	0
Gm6189	25	37	30	31	19	13
1700016L21Rik	1811	1743	1876	682	755	680
Gm45261	0	0	0	0	0	0
Dock10	148	189	159	420	519	415
Gm37645	172	148	126	168	150	103
Gm38062	5325	5569	4948	4075	4419	3384
A630081D01Rik	8	3	4	56	57	49
Gm29124	13	10	6	25	16	17
Gm28066	20	11	25	136	148	81
Nyap2	4862	4727	5174	3643	3505	2194
Gm37210	607	599	593	469	502	323
Gm6198	1111	1095	1047	494	531	382
Gm5530	3970	3649	3582	986	981	887
Gm7516	920	817	819	414	424	358
Gm37114	8	10	10	179	128	170
Mir6344	0	0	0	24	18	14
Irs1	0	0	0	1	0	0
Gm9747	1	0	0	1	0	0
Rhbdd1	198	227	271	294	303	247
Gm19552	0	0	0	0	0	0
Gm28940	362	419	397	302	357	242
Gm22112	933	926	908	589	588	399
Col4a4	1805	1906	1914	1314	1388	1007
Col4a3	0	0	0	16	13	19
n-R5s213	0	0	1	0	1	0
C430014B12Rik	0	0	0	0	0	0
Mff	954	781	814	620	612	411
Gm28941	1962	1798	2090	2694	2941	2007
Tm4sf20	2	0	0	0	0	0
Gm19257	216	189	237	159	147	119
Gm36999	0	0	0	0	3	0
Gm28942	1137	1083	1041	1176	1040	750
Gm17764	19	12	15	2	2	3
Gm22396	11579	11966	12809	5321	6168	4393
Agfg1	627	531	589	323	376	314
Gm7553	0	0	0	264	235	228
Slc19a3	3603	3545	3276	1167	1243	1001
Gm7539	0	0	1	38	32	31
Krtap28-10	47	47	46	37	70	39
A030005K14Rik	0	1	0	0	0	0
Krtap28-13	1160	1103	1153	1000	930	566
Gm29518	0	0	0	0	0	0
Ccl20	0	0	0	0	0	0
Gm29519	1	4	0	29	16	25
Daw1	311	273	272	329	327	247
Gm6244	0	0	0	0	0	0
n-R5s214	0	0	2	0	0	0
Sphkap	0	0	0	5	8	1
Gm6374	0	0	1	0	1	0
Gm37517	676	638	635	632	650	456
Gm37989	18	8	20	5	5	9
