0	S0008_IN	S0008_RIP	S0009_IN	S0009_RIP	S0014_IN	S0014_RIP	S0017_IN	S0017_RIP	S0025_IN	S0025_RIP	S0026_IN	S0026_RIP	S0030_IN	S0030_RIP	S0042_IN	S0042_RIP	S0057_IN	S0057_RIP	S0085_IN	S0085_RIP	COV00075_IN	COV00075_RIP	COV00079_IN	COV00079_RIP	COV00084_IN	COV00084_RIP	COV00087_IN	COV00087_RIP	COV00093_IN	COV00093_RIP	COV00106_IN	COV00106_RIP	COV00397_IN	COV00397_RIP	COV00413_IN	COV00413_RIP	COV00417_IN	COV00417_RIP	COV00419_IN	COV00419_RIP	COV00422_IN	COV00422_RIP	COV00432_IN	COV00432_RIP
win.490	1414	419	83	1277	2488	412	2350	509	101	941	189	690	218	618	350	2494	319	107	1151	2482	1554	3200	8	101	1061	4189	42	55	2122	3283	3483	1576	2789	3713	9618	3021	76	736	1804	1016	319	2731	10602	4045
win.491	1427	419	88	1277	2684	411	2360	509	99	941	212	755	219	618	350	2494	319	107	1369	3361	1640	3358	4	101	1067	4337	46	58	2271	3368	3545	1470	2917	3752	10260	3025	77	738	1875	1043	327	2826	11619	4068
win.492	1461	419	97	1278	3113	663	2390	509	100	943	251	919	229	621	350	2498	320	107	1637	5344	1647	3563	6	101	1085	4342	43	58	2323	3405	3596	1578	3136	3773	11505	3026	79	743	1932	1025	340	2845	14408	4386
win.493	1516	419	103	1277	3445	413	2389	509	99	943	262	1204	240	487	350	2498	320	107	2145	6002	1617	3571	6	101	1074	4200	44	59	2204	3458	3403	1591	2772	3776	9704	3005	75	745	1754	1024	329	2793	10836	4323
win.494	1529	419	102	1276	3820	157	2530	764	100	952	265	872	249	621	353	2509	343	107	2510	6537	1452	3760	5	101	1063	4549	41	63	1849	3573	2957	1560	2375	3981	6591	3266	71	774	1349	1085	305	2996	7136	4289
win.495	1642	419	105	1276	4087	156	2531	764	99	952	294	697	247	620	353	2509	343	107	2753	5025	1539	3684	5	101	1097	4549	42	62	2004	3645	3229	1560	2418	3967	6678	3267	71	774	1414	1085	321	3044	7208	4207
win.496	1622	419	109	1276	4407	155	2518	764	98	952	340	886	256	621	353	2511	343	107	2846	5106	1589	3834	5	101	1114	4551	40	61	2105	3619	3426	1559	2470	3975	6809	3283	71	774	1436	1079	323	3048	7487	4352
win.497	1574	419	106	1277	3952	155	2510	764	99	952	305	795	252	486	354	2511	343	107	2574	4136	1544	3728	5	101	1103	4403	42	62	1963	3590	3192	1581	2414	3965	6151	3292	71	776	1368	1079	317	2946	7070	4358
win.498	1516	418	103	1277	3577	154	2509	764	102	952	279	539	252	481	355	2511	343	107	2402	5094	1535	3499	5	101	1090	4405	41	63	1971	3540	3103	1574	2375	3971	5386	3289	71	776	1327	1092	303	2875	6859	4258
win.499	1518	418	92	1277	3459	154	2509	764	101	952	271	544	244	481	355	2511	343	107	2256	4823	1535	3450	4	101	1071	4405	39	63	1943	3527	2959	1558	2412	3976	5034	3273	72	776	1300	1088	300	2888	6719	4111
win.500	1522	418	93	1276	3475	158	2516	764	100	952	258	720	239	481	354	2513	343	107	2138	4035	1498	3616	4	101	1054	4405	38	63	1911	3607	2966	1558	2494	3990	5890	3294	74	776	1363	1088	305	2963	7529	4131
win.501	1476	418	90	1272	2954	161	2515	764	101	955	215	781	227	974	353	2515	343	107	1563	3048	1361	3627	3	101	1028	4405	42	63	1674	3716	2611	1624	2402	3976	5740	3298	73	777	1273	1087	287	3253	7142	4140
win.502	1518	418	98	1272	3381	161	2515	764	104	956	250	1181	233	1130	353	2515	344	107	1817	6533	1452	3974	3	103	1070	4430	48	63	1859	3986	2907	1695	2580	4009	6791	3297	74	779	1505	1133	307	3676	8172	4352
win.503	1514	418	102	1272	3377	156	2514	764	104	956	261	923	230	1119	353	2515	344	107	1813	5879	1453	4085	4	98	1077	4436	49	64	1860	4019	2940	1654	2542	4029	6665	3291	74	781	1521	1121	306	3692	7841	4411
win.504	1601	418	113	1273	3684	153	2508	764	102	956	304	1813	231	1017	353	2515	345	107	2029	9882	1504	4605	4	98	1099	4436	51	66	2040	4263	3238	1848	2594	4108	7126	3314	73	781	1666	1135	322	4195	8158	4650
win.505	1558	418	115	1274	3584	153	2510	764	102	956	292	2049	238	1019	353	2515	344	107	1877	8845	1424	4701	3	98	1090	4438	46	65	2028	4191	3157	1931	2461	4128	6505	3333	72	781	1567	1132	309	4330	7407	4714
win.506	1543	418	114	1276	3339	525	2518	764	103	956	268	1514	239	1017	353	2515	344	107	1825	7913	1446	4691	3	98	1093	4484	45	67	2044	4280	3223	1974	2479	4151	6478	3372	72	784	1604	1134	316	4594	7277	4696
win.507	1489	418	103	1274	3429	526	2519	764	102	959	288	1639	249	1062	353	2517	343	107	1898	4281	1422	4277	4	98	1065	4463	39	63	1872	3985	2983	1791	2387	4076	5860	3353	73	784	1480	1168	309	3754	6829	4449
win.508	1509	417	106	1272	3580	521	2512	764	103	955	296	1613	246	1325	357	2511	342	107	2078	5357	1440	4578	4	98	1073	4463	40	63	1906	4043	3053	2050	2391	4127	5798	3355	73	784	1490	1174	308	3909	6897	4551
win.509	1507	417	99	1272	3017	150	2513	764	103	955	235	1107	238	789	357	2511	343	107	1646	3865	1311	4135	3	98	1031	4466	38	61	1677	3786	2634	1989	2249	4091	4568	3341	73	785	1223	1091	274	3512	6224	4321
win.510	1536	417	107	1382	3114	152	2522	764	102	955	238	1264	230	528	357	2511	344	107	1669	4246	1336	4164	3	98	1044	4496	37	62	1704	3838	2717	1932	2267	4066	4292	3340	73	789	1183	1093	278	3449	6277	4430
win.511	1545	417	105	1382	3111	152	2522	764	104	955	237	1063	232	881	359	2511	344	107	1564	5075	1340	3993	3	98	1043	4509	38	62	1685	3775	2701	1773	2253	4053	4196	3342	75	788	1145	1084	285	3424	6213	4436
win.512	1578	418	103	1273	3074	152	2533	764	102	955	244	877	238	876	359	2514	344	403	1637	4164	1348	4010	3	98	1035	4517	39	62	1691	3800	2711	1724	2266	4071	4375	3355	73	788	1184	1090	289	3363	6171	4570
win.513	1540	418	95	1273	3077	154	2561	764	102	955	242	821	238	482	359	2516	345	406	1641	3130	1335	3947	3	98	1038	4556	38	61	1671	3734	2656	1812	2276	4071	4642	3380	73	796	1199	1090	279	3255	6154	4377
win.514	1510	418	100	1383	3292	533	2561	764	98	955	250	1080	240	570	362	2516	344	406	1814	4783	1384	4007	2	98	1061	4602	39	61	1784	3828	2801	1785	2360	4067	5164	3390	72	799	1299	1092	292	3255	6428	4492
win.515	1488	421	89	1383	3077	531	2563	764	98	955	226	719	241	570	362	2516	344	410	1612	4677	1336	3769	2	98	1049	4555	38	61	1681	3750	2543	1677	2276	4042	5041	3379	72	799	1231	1092	281	3095	6068	4336
win.516	1510	421	93	1383	3052	531	2569	764	100	955	211	719	245	569	362	2518	346	410	1623	4151	1349	3650	2	98	1049	4557	38	61	1679	3719	2527	1670	2270	4044	5130	3371	72	799	1229	1093	281	3066	6194	4336
win.517	1551	421	102	1272	3398	155	2569	764	105	955	209	463	241	482	362	2518	346	410	1822	2042	1301	3366	2	98	1028	4532	39	61	1591	3587	2407	1563	2199	4010	5105	3359	71	802	1166	1088	271	2928	6173	4114
win.518	1625	421	101	1273	3771	159	2578	772	106	982	240	463	253	484	362	2624	347	410	2132	2049	1342	3390	2	98	1051	4539	40	61	1704	3568	2518	1567	2226	4072	5390	3374	71	802	1204	1096	274	2945	6407	4124
win.519	1637	421	96	1273	3779	158	2578	772	104	982	254	463	250	484	362	2624	347	410	2054	2052	1354	3366	2	98	1048	4526	39	61	1678	3618	2488	1573	2176	4083	5061	3374	71	801	1165	1103	281	2948	6268	4123
win.520	1639	421	102	1271	3953	156	2587	772	104	982	261	459	252	484	362	2624	347	410	2245	2049	1398	3366	2	98	1051	4526	38	61	1699	3605	2563	1573	2187	4083	4984	3377	71	800	1149	1105	284	2948	6215	4119
win.521	1586	421	102	1271	3686	157	2587	772	106	982	251	870	244	486	362	2624	347	410	2090	2118	1409	3376	2	98	1057	4529	37	61	1699	3616	2659	1558	2255	4083	5029	3377	71	800	1178	1105	293	2966	6496	4117
win.522	1714	421	120	1271	4321	154	2590	772	106	982	311	870	263	486	362	2624	347	410	2564	2185	1481	3425	2	98	1093	4531	39	61	1866	3587	2931	1560	2340	4137	5740	3392	74	802	1286	1110	308	2966	7018	4117
win.523	1760	421	120	1270	4566	153	2594	772	106	982	327	928	270	548	364	2625	347	410	2902	2189	1529	3454	2	98	1116	4539	41	61	1962	3571	3069	1587	2393	4140	6362	3395	76	802	1367	1111	313	2966	7312	4219
win.524	1858	421	128	1270	4707	153	2599	772	115	982	342	590	287	550	366	2625	347	410	3155	2879	1552	3550	2	98	1112	4540	42	61	2099	3575	3174	1681	2438	4142	7094	3405	76	804	1483	1117	327	3021	7619	4219
win.525	1782	421	111	1270	4404	152	2590	772	119	982	338	587	268	550	366	2627	347	410	2964	3348	1553	3586	2	98	1109	4547	41	61	2092	3575	3140	1683	2528	4110	8555	3415	77	804	1621	1104	315	3048	7892	4220
win.526	1834	421	123	1270	4638	152	2601	772	123	982	399	532	270	527	364	2627	347	410	2815	3351	1662	3596	3	98	1143	4550	40	61	2291	3575	3587	1658	2802	4164	11063	3425	80	810	1862	1103	325	3064	8986	4126
win.527	1753	422	114	1271	4528	153	2620	772	126	982	406	532	277	528	362	2627	349	411	2690	2255	1640	3580	3	98	1153	4610	39	61	2275	3595	3565	1568	2864	4214	10702	3441	84	826	1855	1116	323	3017	9045	4136
win.528	1970	422	139	1271	5680	153	2616	772	126	982	459	816	306	1025	366	2627	351	411	3831	3326	1754	3682	4	98	1170	4663	40	63	2377	3643	3800	1695	3032	4191	12994	3485	82	834	2033	1123	333	3090	10095	4248
win.529	1923	422	131	1271	5316	150	2612	772	125	982	434	814	302	1290	366	2627	351	411	3640	3328	1727	3684	3	98	1155	4664	41	63	2328	3657	3677	1695	2946	4192	11693	3480	81	836	1903	1123	341	3091	9614	4248
win.530	1931	423	135	1271	5357	611	2681	789	124	986	441	862	308	1372	366	2634	360	411	3591	3659	1791	3768	4	102	1174	4874	41	62	2438	3789	3898	1726	3008	4334	11857	3559	85	848	2004	1138	348	3174	9957	4261
win.531	1631	423	96	1271	3292	614	2674	789	117	986	266	551	260	817	362	2634	360	411	1748	2647	1494	3666	4	102	1116	4874	40	64	1990	3872	3201	1684	2584	4351	6456	3538	85	850	1540	1147	331	3102	8181	4162
win.532	1612	423	92	1271	3034	614	2670	789	114	989	223	557	252	552	364	2634	360	411	1574	2253	1540	3809	6	102	1151	4873	43	64	2087	3951	3250	1778	2632	4393	6617	3539	86	850	1588	1149	332	3145	8645	4338
win.533	1603	423	91	1271	3220	617	2672	789	111	989	261	508	254	834	364	2634	360	411	1680	2999	1717	4019	5	103	1247	4873	49	63	2621	4093	4166	1696	2971	4461	7673	3541	82	852	1888	1146	365	3150	10448	4405
win.534	1593	423	88	1271	3090	610	2683	789	111	989	235	462	248	845	372	2727	364	411	1592	2920	1788	4123	6	106	1241	4875	48	62	2664	4169	4225	1692	2934	4503	6989	3541	79	854	1805	1145	374	3230	10424	4492
win.535	1698	423	114	1271	4025	606	2695	789	114	989	312	1214	285	836	372	2727	364	411	2350	4179	1795	4094	4	105	1216	4903	44	63	2735	4176	4258	1875	2969	4522	6581	3551	81	854	1827	1146	373	3252	10476	4347
win.536	1833	423	126	1271	4844	150	2699	789	118	992	328	1820	292	695	386	2836	364	411	2937	8020	1842	4384	6	106	1242	4885	52	64	2840	4318	4244	2054	3014	4574	5988	3585	77	856	1821	1165	376	3438	10766	4594
win.537	1931	423	124	1271	5315	806	2718	790	119	992	358	1486	300	1034	386	2836	366	411	3280	8101	1903	4391	5	106	1263	4898	54	64	3017	4247	4545	2039	3154	4537	6832	3592	75	857	2037	1194	398	3414	11473	4513
win.538	2075	423	148	1271	6392	811	2720	790	120	995	425	2510	328	851	386	2837	367	411	4000	7080	2077	4662	7	106	1309	4931	56	63	3361	4399	5002	1898	3484	4631	8336	3607	75	859	2399	1216	416	3443	12712	4677
win.539	1955	423	140	1271	5832	134	2722	790	121	995	373	2285	310	1040	388	2837	367	411	3781	5478	1867	4191	5	105	1210	4896	43	64	2718	4281	3986	1887	3070	4572	7137	3601	76	858	2056	1218	361	3390	10260	4461
win.540	2107	423	160	1271	6714	134	2714	790	122	997	426	2286	344	1126	388	2837	367	411	4403	7365	1999	4207	5	105	1266	4906	45	64	2927	4336	4470	2041	3254	4578	8036	3607	80	858	2318	1198	374	3461	11243	4468
win.541	1888	421	121	1271	5413	135	2722	790	114	994	352	449	304	925	388	2837	366	411	3399	5716	1796	3638	5	105	1197	4853	44	64	2358	3965	3685	1923	2843	4407	9404	3601	78	856	1822	1194	334	3268	9454	4251
win.542	2082	421	138	1271	6817	823	2725	790	120	994	448	444	344	578	388	2837	367	411	4564	5716	1997	3664	6	106	1268	4855	45	64	2671	3951	4204	1803	3191	4384	12251	3618	76	857	2185	1211	364	3269	11089	4244
win.543	2069	421	125	1271	5974	820	2706	790	121	994	423	442	324	575	388	2837	367	411	4093	2107	2018	3572	7	106	1273	4859	47	64	2863	3888	4383	1595	3600	4395	15357	3636	77	855	2669	1206	370	3176	11832	4243
win.544	1866	421	111	1271	4600	133	2704	790	118	998	316	441	287	573	388	2837	368	411	3086	2106	1742	3545	3	106	1185	4859	41	65	2406	3848	3737	1597	3196	4366	10721	3610	75	855	2249	1167	325	3176	9597	4242
win.545	2071	421	123	3376	5942	137	2714	790	119	998	504	830	354	494	390	2844	368	413	4123	2118	2182	3562	7	106	1261	4861	53	65	3075	3883	4883	1595	3908	4384	17426	3651	81	855	2993	1197	372	3180	12672	4240
win.546	2048	421	130	3381	6373	138	2720	790	123	998	506	1038	357	1237	390	2844	369	413	4427	3240	2064	3568	6	106	1235	4861	49	65	2698	3854	4293	1595	3583	4388	14650	3655	79	855	2651	1179	362	3146	11358	4241
win.547	2212	421	142	3380	7547	134	2718	790	129	998	549	1593	368	2177	390	2844	369	413	5048	7877	2034	3673	6	104	1235	4861	52	64	2731	3848	4359	1598	3570	4418	14510	3660	79	857	2643	1200	360	3196	11579	4243
win.548	2077	421	129	1269	5788	764	2749	790	123	998	316	2755	295	2849	393	2844	368	413	3394	13996	1496	3771	2	103	1123	4875	41	64	1786	3855	2855	1662	2505	4411	5061	3629	69	859	1451	1170	305	3233	7493	4301
win.549	2021	421	133	1269	5604	764	2753	790	120	998	343	2954	298	2652	393	2844	368	413	3433	14247	1528	3865	2	103	1143	4909	40	64	1888	3994	3023	1780	2574	4396	5078	3629	72	861	1459	1172	304	3279	8118	4575
win.550	2439	421	171	5014	7714	775	2740	790	131	998	463	4147	336	3971	396	2844	369	413	4874	17578	1551	3854	2	103	1168	4911	38	65	1933	4010	3096	1732	2558	4407	4779	3634	73	862	1361	1164	312	3347	8273	4635
win.551	2422	421	173	5021	7513	774	2742	790	131	1002	421	3289	335	3407	397	2758	369	413	4731	16755	1462	3809	2	103	1143	4916	38	65	1830	3955	3039	1611	2458	4414	4655	3623	72	862	1304	1168	295	3411	7552	4385
win.552	2601	421	163	3414	8149	776	2777	790	133	1002	448	2966	340	3727	399	2772	370	413	5161	20144	1524	3940	3	103	1143	4920	37	65	1890	3938	3112	1791	2450	4451	4669	3641	71	869	1328	1167	302	3431	7793	4570
win.553	2055	421	128	2908	5575	121	2765	790	121	1002	342	1240	302	1315	399	2772	369	413	3512	9114	1559	3888	3	103	1150	4920	38	69	1967	3961	3163	1778	2609	4430	5434	3645	74	871	1409	1154	302	3312	8069	4640
win.554	1809	421	115	2908	4496	119	2763	790	117	1002	303	1122	280	935	398	2772	369	413	2611	7645	1501	3834	2	103	1152	4922	37	71	1898	3967	2952	1783	2546	4419	6469	3673	72	876	1420	1163	298	3192	7814	4617
win.555	2017	421	128	2903	4783	118	2744	790	122	1002	317	435	294	489	398	2772	369	413	3061	2974	1464	3652	4	103	1141	4902	41	71	1857	3854	2844	1609	2593	4393	8571	3668	78	875	1564	1165	284	3215	8362	4288
win.556	2003	421	117	1274	4772	113	2743	790	129	1002	308	437	292	490	398	2774	369	413	3031	2858	1470	3586	6	103	1115	4902	39	69	1826	3796	2833	1609	2668	4401	10057	3665	77	876	1705	1170	290	3215	8860	4324
win.557	2120	421	122	1274	5129	113	2761	790	131	1006	331	441	300	491	398	2774	369	413	3273	2858	1514	3628	7	103	1130	4903	39	69	1971	3813	3057	1610	2774	4403	10737	3663	76	879	1864	1170	302	3225	9038	4330
win.558	1807	421	89	1274	3669	113	2754	790	124	1006	255	441	265	494	398	2774	369	413	2010	2977	1464	3585	6	103	1123	4909	40	70	1911	3852	2872	1623	2657	4449	9965	3680	75	878	1721	1168	306	3162	8314	4331
win.559	1870	421	94	1274	4182	114	2767	790	126	1006	314	438	274	495	398	2774	369	413	2352	2971	1536	3649	4	103	1137	4911	42	71	2026	3856	3001	1627	2758	4455	9756	3680	79	886	1771	1164	318	3230	8584	4263
win.560	1836	421	93	1274	4306	115	2754	790	127	1006	310	436	284	615	398	2774	369	413	2488	4317	1582	3699	4	103	1123	4916	41	71	2008	3852	3112	1629	2853	4451	10248	3678	78	886	1811	1160	319	3234	8781	4316
win.561	2058	421	120	1274	5366	114	2755	790	131	1006	426	487	308	615	398	2774	369	413	3324	6508	1717	3814	4	103	1164	4918	41	69	2314	3900	3519	1671	3285	4508	12071	3684	80	886	2251	1176	346	3214	10352	4316
win.562	2113	422	131	1274	5572	117	2766	790	130	1006	437	1661	327	662	398	2782	369	413	3506	10257	1758	4043	2	103	1176	4922	45	68	2406	3978	3503	1691	3345	4561	10294	3694	82	886	2327	1194	354	3217	10025	4436
win.563	2241	422	182	1274	6853	416	2798	790	132	1006	540	2642	359	1254	399	2786	369	413	4537	11264	1912	4416	5	103	1202	5013	49	71	2652	4252	3792	1858	3327	4636	10218	3731	80	888	2319	1225	371	3352	10657	4955
win.564	3101	423	280	1271	11119	1889	2844	790	150	1006	796	6305	468	4207	399	2787	369	413	8340	33024	2235	6079	5	105	1307	5189	51	83	3083	4856	5050	2389	4140	5062	11815	3862	87	896	3188	1280	396	4348	15362	6638
win.565	4316	865	384	1271	15215	4410	2881	790	160	1006	1098	10817	607	5859	400	2787	370	413	11936	50816	2691	6892	8	110	1484	5280	57	93	4284	5417	7374	2765	5698	5433	16360	3988	96	894	5033	1376	492	4657	22468	7576
win.566	4115	865	333	1271	12483	2769	2866	790	155	1006	875	10629	535	6223	400	2786	370	413	9767	56236	2516	6765	6	112	1433	5203	55	89	4040	5458	6967	2584	5465	5383	14493	4023	91	897	4765	1484	480	4607	20776	7494
win.567	4582	408	393	1272	15096	4972	2854	790	161	1006	1074	13705	614	7493	401	2787	371	417	12024	63302	2968	8061	10	114	1563	5224	56	92	4864	5995	8523	2830	6852	5834	17731	4204	109	905	5879	1588	556	4915	26024	8375
win.568	5045	408	487	1271	18322	4588	2887	789	164	1017	1289	17184	679	9471	402	2787	373	417	15229	78124	3198	9067	12	112	1586	5372	61	102	4983	6477	8751	3135	7330	6268	21071	4345	115	915	6527	1727	559	5375	28056	9330
win.569	5401	407	505	1272	19203	2979	2901	789	162	1018	1294	16118	701	10314	401	2787	374	417	16240	76110	3183	8708	10	110	1625	5319	56	95	5216	6453	8925	3006	7923	6286	30666	4374	125	918	7842	1717	565	5224	29360	9611
win.570	4735	406	388	1271	14702	2963	2855	789	144	1017	1046	12948	596	9040	400	2786	374	417	12510	60188	2718	7482	7	106	1468	5265	56	85	4292	6045	7220	2565	6532	5909	30661	4282	111	921	7070	1621	503	4689	23564	8269
win.571	3818	406	258	1270	9345	2707	2809	789	138	1019	656	9586	447	6300	398	2786	378	417	7611	30649	2185	5989	7	103	1353	5022	46	75	3424	5270	5638	2064	5299	5331	30304	4209	103	918	6269	1526	428	4147	17922	6355
win.572	4398	866	335	1272	12756	8260	2856	789	139	1018	844	15840	491	7184	399	2786	381	417	10578	46133	2374	7056	10	103	1368	5155	50	82	3622	5785	6061	2196	5236	5459	30124	4314	99	922	6064	1575	441	4292	19343	6548
win.573	4365	866	367	1272	13186	6986	2876	789	142	1018	850	15116	498	7912	399	2791	378	417	10935	46500	2459	7732	12	102	1387	5204	49	80	3811	5827	6406	2179	5884	5710	33293	4372	104	926	6732	1624	459	4537	20577	6962
win.574	3688	1696	259	1272	9944	5914	2854	789	137	1018	626	11452	419	7661	399	2792	376	417	7845	40109	2062	6784	10	101	1267	5118	45	77	2849	5400	4884	2183	5409	5444	20990	4042	100	911	4968	1470	377	4411	15057	6189
win.575	3654	1248	241	1271	8641	3557	2824	789	152	1018	515	11375	346	6599	398	2834	377	417	6591	27283	1907	6223	9	100	1262	5205	39	71	2739	4931	4624	2227	6400	5274	23642	3935	109	914	5773	1371	373	4242	14205	6454
win.576	3471	924	206	1319	7980	3686	2845	789	156	1025	455	10984	333	5403	398	2834	378	417	5876	21349	1841	5819	9	100	1238	5210	39	70	2601	4618	4335	1853	5406	4989	19636	3874	104	917	5020	1292	371	4357	13399	6075
win.577	3596	1234	198	1320	9341	6374	2859	789	155	1025	560	10389	372	4132	398	2836	378	417	6825	24261	1961	6338	8	101	1267	5258	40	69	2862	4964	4822	1814	5342	5099	19436	3903	103	915	4880	1276	389	4425	14275	5983
win.578	2657	1486	151	1319	7651	2795	2875	789	140	1025	472	4131	374	1730	398	2836	375	417	5178	14645	1894	5692	8	101	1235	5104	38	69	2828	4769	4634	1929	3769	4905	13442	3858	91	913	3281	1274	387	4371	12700	5038
win.579	2713	1504	170	1318	8084	3194	2925	789	144	1027	511	4229	389	1474	402	2840	378	417	6007	16479	1941	5675	9	100	1262	5115	36	69	2904	4750	4896	2144	3776	4931	11951	3861	86	915	3124	1304	385	4098	13210	4991
win.580	2600	927	169	1319	7983	478	2942	789	137	1027	539	3877	386	2267	402	2843	379	417	6093	16508	2049	6102	8	100	1268	5199	38	70	3006	4917	5009	2066	3464	4984	5625	3772	83	918	1943	1237	376	4476	12630	5192
win.581	2947	897	202	1320	9115	3746	2904	789	139	1027	612	4183	427	4039	402	2916	378	417	6816	23413	2172	6939	9	99	1290	5197	37	74	3219	5136	5148	2424	3574	5214	4834	3758	84	918	1944	1245	399	4800	13458	5743
win.582	3292	627	224	1320	10406	4332	2889	789	145	1027	707	5484	467	4568	402	2919	378	417	7686	36102	2137	7485	8	102	1299	5276	40	76	3243	5240	5056	2228	3457	5357	4697	3827	95	921	1813	1264	399	5079	13066	6055
win.583	3411	627	243	1321	9731	3369	2913	789	152	1193	718	4728	450	4194	403	2919	379	417	7566	34559	1990	6972	6	101	1274	5217	38	76	2781	5036	4608	2177	3428	5113	4668	3818	92	922	1948	1274	375	4702	11875	5673
win.584	3211	403	243	1321	8460	5938	2920	789	151	1194	672	4061	452	3839	403	2919	379	417	7107	30008	1950	6524	6	101	1268	5265	40	82	2732	4876	4791	1962	3533	5204	4693	3831	91	922	2114	1278	368	4629	11904	5588
win.585	3679	628	291	1318	11173	9872	2919	789	159	1194	885	6586	578	5901	403	2919	379	417	9089	33938	2286	7210	7	101	1327	5349	43	84	3123	5055	5579	2429	3906	5485	5395	3933	96	926	2426	1375	401	4621	14012	5581
win.586	4177	1184	326	1319	14013	9858	2927	789	168	1340	1094	7238	658	5698	403	2919	381	417	11924	44333	2475	7375	8	99	1358	5254	42	83	3457	5232	6001	2434	4265	5498	6353	4008	95	943	2803	1418	424	4595	15550	5326
win.587	4445	1184	349	1453	14224	3620	2939	789	172	1340	1144	6311	634	5932	406	2919	382	417	12358	47981	2430	7311	7	101	1394	5157	42	82	3483	5274	6104	2597	4528	5372	6709	4005	94	944	2994	1414	414	4655	15556	5308
win.588	3610	401	246	1452	9752	2866	2917	789	152	1196	728	4511	473	4005	406	2921	382	417	8529	31360	2045	5616	5	96	1288	5283	36	70	2869	4825	4959	2150	4005	4889	6662	3930	89	934	2605	1362	364	4322	12386	4657
win.589	4210	959	305	1460	11752	8622	2917	789	163	1172	932	9559	567	7037	408	2935	385	417	10445	43046	2479	7222	7	98	1409	5461	41	76	3718	5307	6231	2416	4910	5268	9687	4012	97	951	3510	1390	421	4449	16915	5176
win.590	4160	959	322	1460	12309	8619	2920	789	158	1173	979	14638	593	12130	405	2935	385	417	10649	51066	2388	7117	10	103	1391	5491	41	79	3634	5485	6034	2491	4752	5306	9789	4013	98	955	3591	1375	409	4476	16763	5442
win.591	3894	955	299	2022	11092	3651	2921	789	162	1174	915	15819	564	13137	406	2940	385	417	9596	58688	2177	6942	10	104	1342	5476	44	82	3367	5539	5573	2836	4584	5328	9779	4002	100	956	3527	1365	389	4788	15588	5713
win.592	2722	401	213	1960	7101	603	2924	789	137	1030	636	13262	400	9054	403	2940	382	417	5845	42602	1851	6346	8	103	1273	5372	45	81	2866	5846	4694	2645	4053	5339	8293	4015	93	948	3058	1423	368	5342	13024	5606
win.593	3518	401	282	2593	9515	3536	2962	789	148	1031	795	21841	523	17943	404	2946	393	417	8036	67301	1982	7589	8	108	1305	5520	42	91	3122	6768	5129	3094	4365	5758	8874	4133	96	961	3274	1537	376	6398	14489	6756
win.594	3351	401	255	1963	8731	2968	2959	789	147	1032	703	19531	479	16229	403	2957	393	417	7489	58439	1829	7313	8	108	1256	5537	36	92	2704	6615	4551	2769	3822	5677	7333	4051	88	963	2761	1499	350	6079	12471	6667
win.595	2343	401	137	1961	5396	2355	2941	789	139	1032	376	14383	345	10852	402	2957	394	419	3814	38296	1426	6249	5	104	1130	5284	33	84	1798	6055	3062	2501	2750	5426	3213	3995	83	958	1319	1448	292	5514	7128	6068
win.596	84163	49714	2687	72812	277626	49947	324120	44400	2480	47240	6763	59949	10737	54084	8458	61853	46215	106824	48071	100749	45571	130877	337	3904	46835	526681	533	3119	27930	123060	66079	81467	68329	136385	59109	129487	1836	25744	15291	46205	7568	146352	127694	189821
