	chr	start	end	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	logFC	p_value
1212	chr3	138296151	138296200	ARMC8	0	+	138296151	138296200	0	1	49	0	0.889052049417334	0.00133177706179577
1213	chr3	9835061	9835110	ARPC4-TTLL3	0	+	9835061	9835110	0	1	49	0	0.583036062143522	0.00204125584276593
1214	chr3	9835211	9835260	ARPC4-TTLL3	0	+	9835211	9835260	0	1	49	0	4.33729074083249	8.57563135846506e-05
1215	chr1	183635644	183635693	ARPC5	0	-	183635644	183635693	0	1	49	0	-0.602550285207718	0.00403377354000989
ARRB1,5405	chr11	75265502	75265601	ARRB1	0	-	75265502	75265601	0	1	99	0	1.48102162044439	3.36902426663555e-06
1216	chr19	18013204	18013253	ARRDC2	0	+	18013204	18013253	0	1	49	0	0.676599643577417	0.00214564901724146
1217	chr19	18013704	18013753	ARRDC2	0	+	18013704	18013753	0	1	49	0	1.4695912207051	0.000484364298939499
1218	chr22	50625234	50625283	ARSA	0	-	50625234	50625283	0	1	49	0	1.03024854585865	0.00454574786246842
1219	chr1	230997266	231000185	ARV1	0	+	230997266	231000185	0	2	2,48	0,2872	-1.88759197854543	0.00207782385543021
1220	chr8	18057304	18057353	ASAH1	0	-	18057304	18057353	0	1	49	0	-2.4387172675691	0.0023877125049433
1221	chr2	238450904	238450953	ASB1	0	+	238450904	238450953	0	1	49	0	-3.85014760170069	0.000509352813338748
1222	chr9	129637635	129637684	ASB6	0	-	129637635	129637684	0	1	49	0	0.890100399621966	0.0033618625348546
1223	chr15	100629951	100630000	ASB7	0	+	100629951	100630000	0	1	49	0	1.02104500319695	0.000704657739175607
1224	chr15	100630200	100648362	ASB7	0	+	100630200	100648362	0	2	10,40	0,18123	1.77244852431504	0.000945201858555067
1225	chr12	48148578	48148627	ASB8	0	-	48148578	48148627	0	1	49	0	4.9593419997087	1.2062415546521e-05
1226	chr6	100800386	100800435	ASCC3	0	-	100800386	100800435	0	1	49	0	5.12396397940326	0.001192112742193
1227	chr6	100848407	100848456	ASCC3	0	-	100848407	100848456	0	1	49	0	-0.506453664557538	0.00179394800529997
1228	chr1	155481704	155481753	ASH1L	0	-	155481704	155481753	0	1	49	0	-0.944810953822569	0.000860922536484065
1229	chr1	155481853	155481902	ASH1L	0	-	155481853	155481902	0	1	49	0	0.923283767365126	0.000301376887676064
1230	chr1	155482053	155482102	ASH1L	0	-	155482053	155482102	0	1	49	0	-0.705785579431669	0.000984235369293706
1231	chr1	155482402	155521101	ASH1L	0	-	155482402	155521101	0	2	48,2	0,38698	-0.95640204921277	0.00186783166004489
1232	chr1	155521451	155521500	ASH1L	0	-	155521451	155521500	0	1	49	0	-2.15948424935364	0.000906124161831112
1233	chr1	155563404	155563453	ASH1L-AS1	0	+	155563404	155563453	0	1	49	0	1.00140714348916	9.04041438112291e-05
1234	chr2	189666490	189666539	ASNSD1	0	+	189666490	189666539	0	1	49	0	5.68357976733868	0.000429505832032495
1235	chr3	131025063	131025112	ASTE1	0	-	131025063	131025112	0	1	49	0	-0.902016104077226	0.000405554541843101
1236	chr20	32433723	32433772	ASXL1	0	+	32433723	32433772	0	1	49	0	-1.76046246250487	0.00104287773047007
1237	chr20	32434835	32434884	ASXL1	0	+	32434835	32434884	0	1	49	0	-0.892547389253256	0.000252404161737551
1238	chr20	32435682	32435731	ASXL1	0	+	32435682	32435731	0	1	49	0	-1.20276725867082	0.00462535939173592
1239	chr20	32436729	32436778	ASXL1	0	+	32436729	32436778	0	1	49	0	-0.60343925630467	0.000606087719974613
1240	chr20	32437177	32437226	ASXL1	0	+	32437177	32437226	0	1	49	0	5.27811465923052	0.00090191161823816
1241	chr2	25743120	25743169	ASXL2	0	-	25743120	25743169	0	1	49	0	0.534008959221649	0.00335860726759096
1242	chr2	23751709	23751758	ATAD2B	0	-	23751709	23751758	0	1	49	0	4.57471097798364	0.000202830934053266
1243	chr2	23757880	23757929	ATAD2B	0	-	23757880	23757929	0	1	49	0	-0.756708662049692	0.00270925803024324
1244	chr17	30835395	30835444	ATAD5	0	+	30835395	30835444	0	1	49	0	5.18738580584075	0.00106308657826992
1245	chr17	30893898	30893947	ATAD5	0	+	30893898	30893947	0	1	49	0	1.39831855408626	0.00218265476868584
1246	chr10	121927873	121927922	ATE1	0	-	121927873	121927922	0	1	49	0	-4.76217393478839	8.94503093593623e-05
1247	chr12	50820031	50820080	ATF1	0	+	50820031	50820080	0	1	49	0	1.66239648614067	0.00183953902633449
1248	chr19	49932856	49932905	ATF5	0	+	49932856	49932905	0	1	49	0	0.821764558382037	0.00378018882358067
1249	chr1	161959673	161959722	ATF6	0	+	161959673	161959722	0	1	49	0	3.80666248977032	0.000339393619768202
ATG10,1658	chr5	82254555	82254654	ATG10	0	+	82254555	82254654	0	1	99	0	5.8636311755981	1.66960748194604e-06
1250	chr11	46672633	46672682	ATG13	0	+	46672633	46672682	0	1	49	0	-1.42278265438303	0.000928578166600413
1251	chr2	233294638	233294687	ATG16L1	0	+	233294638	233294687	0	1	49	0	5.08759633523237	0.00127288641005663
1252	chr14	96285408	96285457	ATG2B	0	-	96285408	96285457	0	1	49	0	-0.547532970029289	0.000804948718497011
1253	chr14	96285858	96285907	ATG2B	0	-	96285858	96285907	0	1	49	0	-4.55387689143951	0.000558193839302779
1254	chrX	108153785	108153834	ATG4A	0	+	108153785	108153834	0	1	49	0	-1.85238409104448	0.000642464666799514
1255	chrX	108153884	108153933	ATG4A	0	+	108153884	108153933	0	1	49	0	5.59842195898902	1.69345984679659e-07
1256	chr1	62819019	62819068	ATG4C	0	+	62819019	62819068	0	1	49	0	-1.51960565906782	0.00477996465341235
1257	chr6	106186006	106186055	ATG5	0	-	106186006	106186055	0	1	49	0	0.756772876440156	0.000868079657419862
1258	chr2	219224315	219224364	ATG9A	0	-	219224315	219224364	0	1	49	0	4.39444915467244	0.00136933143178575
ATL2,2802	chr2	38298237	38298336	ATL2	0	-	38298237	38298336	0	1	99	0	-1.8318264618761	3.16428665251626e-05
1259	chr11	108289630	108289679	ATM	0	+	108289630	108289679	0	1	49	0	5.4889377325474	1.67427574923051e-05
1260	chr16	81043278	81043327	ATMIN	0	+	81043278	81043327	0	1	49	0	-0.836374758881733	0.00133039597766482
1261	chr16	81044122	81044171	ATMIN	0	+	81044122	81044171	0	1	49	0	1.55282654455985	0.00139181038719505
1262	chr13	112882642	112882691	ATP11A	0	+	112882642	112882691	0	1	49	0	3.64283551561253	5.70487017892418e-05
1263	chr13	112882891	112882940	ATP11A	0	+	112882891	112882940	0	1	49	0	-1.6094379124341	8.5534429752232e-05
1264	chr12	89590992	89591041	ATP2B1	0	-	89590992	89591041	0	1	49	0	5.26269018890489	0.000927516005117201
1265	chr1	203683156	203683205	ATP2B4	0	+	203683156	203683205	0	1	49	0	-1.06123219123671	0.000103801295179284
1266	chr1	203739996	203740045	ATP2B4	0	+	203739996	203740045	0	1	49	0	5.36597601502186	0.000768700752269647
1267	chr7	99425342	99425391	ATP5J2-PTCD1	0	-	99425342	99425391	0	1	49	0	5.01063529409625	0.0014616982029978
1268	chr8	103072909	103072958	ATP6V1C1	0	+	103072909	103072958	0	1	49	0	0.919564057219126	0.00222042977882331
1269	chr3	142562281	142562330	ATR	0	-	142562281	142562330	0	1	49	0	-0.89661117392771	0.00314111077720414
1270	chr2	27213249	27213298	ATRAID	0	+	27213249	27213298	0	1	49	0	4.89034912822176	0.00181263476302296
1271	chrX	77681634	77681683	ATRX	0	-	77681634	77681683	0	1	49	0	2.92202907776684	4.10391814170685e-05
1272	chrX	77684971	77688831	ATRX	0	-	77684971	77688831	0	2	36,14	0,3847	5.45532111534833	4.69664162783268e-07
1273	chr16	71849648	71849697	ATXN1L	0	+	71849648	71849697	0	1	49	0	3.27714473283115	3.26404602368769e-06
1274	chr16	71851644	71851693	ATXN1L	0	+	71851644	71851693	0	1	49	0	-1.82065881874973	2.0312128021005e-05
1275	chr3	63995928	63995977	ATXN7	0	+	63995928	63995977	0	1	49	0	1.4941517569763	0.000174137775721284
1276	chr7	105614206	105614255	ATXN7L1	0	-	105614206	105614255	0	1	49	0	-3.88362352941305	0.00060459264806445
1277	chr17	44193834	44193883	ATXN7L3	0	-	44193834	44193883	0	1	49	0	1.6395582195189	0.00235551448624172
1278	chr12	74538368	74538417	ATXN7L3B	0	+	74538368	74538417	0	1	49	0	-0.791127588920149	0.00249245650965535
1279	chr12	74538468	74538517	ATXN7L3B	0	+	74538468	74538517	0	1	49	0	-3.77658503453513	0.000781947193653543
1280	chr12	74538866	74538915	ATXN7L3B	0	+	74538866	74538915	0	1	49	0	4.31079912538551	0.00159301131884704
1281	chr16	346327	346376	AXIN1	0	-	346327	346376	0	1	49	0	-0.919451199955228	0.000392267398720003
1282	chr1	1233296	1233345	B3GALT6	0	+	1233296	1233345	0	1	49	0	-4.99721227375475	6.4263683312582e-05
1283	chr3	183270362	183270411	B3GNT5	0	+	183270362	183270411	0	1	49	0	-2.06318102080806	2.86853378901331e-05
1284	chr3	183270759	183270808	B3GNT5	0	+	183270759	183270808	0	1	49	0	0.715378835921541	0.0016335824756909
1285	chr2	231398384	231398433	B3GNT7	0	+	231398384	231398433	0	1	49	0	0.690649052855599	0.000281146067882876
1286	chr19	41425951	41426000	B3GNT8	0	-	41425951	41426000	0	1	49	0	-0.728865263162025	0.0021969904316399
1287	chr19	41426098	41426147	B3GNT8	0	-	41426098	41426147	0	1	49	0	-0.740153222975436	0.00057201717561195
1288	chr19	41426542	41426591	B3GNT8	0	-	41426542	41426591	0	1	49	0	1.52349548263338	9.16339502669007e-05
1289	chr16	67149725	67149774	B3GNT9	0	-	67149725	67149774	0	1	49	0	4.80402104473326	0.00211358899794356
1290	chr1	43990479	43990528	B4GALT2	0	+	43990479	43990528	0	1	49	0	0.586877986965901	0.00219944563896057
1291	chr1	161171556	161171605	B4GALT3	0	-	161171556	161171605	0	1	49	0	5.93753620507305	1.50210481608681e-07
1292	chr20	49636031	49636080	B4GALT5	0	-	49636031	49636080	0	1	49	0	0.619012396238863	0.00177636256556468
1293	chr5	177610148	177610197	B4GALT7	0	+	177610148	177610197	0	1	49	0	-1.11884053844358	0.000161520280488547
1294	chr19	41354515	41354564	B9D2	0	-	41354515	41354564	0	1	49	0	1.87029274265247	0.00184604298534341
1295	chr21	29326797	29326846	BACH1	0	+	29326797	29326846	0	1	49	0	-1.17083481963581	0.000308111473517836
1296	chr21	29326997	29327046	BACH1	0	+	29326997	29327046	0	1	49	0	-1.20339123990129	0.000206080556514388
1297	chr21	29342591	29342640	BACH1	0	+	29342591	29342640	0	1	49	0	1.02087045498791	0.000109537411889904
1298	chr21	29343139	29343188	BACH1	0	+	29343139	29343188	0	1	49	0	0.761325609216483	0.00322770154070984
1299	chr21	29343238	29343287	BACH1	0	+	29343238	29343287	0	1	49	0	5.31811999383484	1.35938401868429e-07
1300	chr8	38207745	38209040	BAG4	0	+	38207745	38209040	0	2	22,28	0,1268	4.41884060778723	4.23326665721646e-06
1301	chr8	38209189	38209238	BAG4	0	+	38209189	38209238	0	1	49	0	-1.5930887744321	0.00170171665628183
1302	chr8	38210375	38210424	BAG4	0	+	38210375	38210424	0	1	49	0	-0.844506511732487	0.00024709051650984
1303	chr8	38210772	38210821	BAG4	0	+	38210772	38210821	0	1	49	0	-1.96053029251028	5.58778318145991e-05
1304	chr14	103560707	103560756	BAG5	0	-	103560707	103560756	0	1	49	0	4.26969744969997	0.00171557668041222
1305	chr21	10473249	10473298	BAGE2	0	+	10473249	10473298	0	1	49	0	-4.4998096703209	0.00161901133246156
1306	chr21	10473249	10473298	BAGE3	0	+	10473249	10473298	0	1	49	0	-4.4998096703209	0.00161901133246156
1307	chr17	81442227	81442276	BAHCC1	0	+	81442227	81442276	0	1	49	0	1.2828774806706	0.00195921230033569
1308	chr17	81443815	81443864	BAHCC1	0	+	81443815	81443864	0	1	49	0	5.57088580067002	6.05961418664869e-05
1309	chr17	81461870	81461919	BAHCC1	0	+	81461870	81461919	0	1	49	0	4.3174881115476	0.00130048298205254
1310	chr17	81462911	81462960	BAHCC1	0	+	81462911	81462960	0	1	49	0	1.33297472358711	0.00139728300573994
1311	chr15	40459433	40459482	BAHD1	0	+	40459433	40459482	0	1	49	0	-0.786072621555253	0.000578084617401719
1312	chr17	81030722	81030771	BAIAP2-AS1	0	-	81030722	81030771	0	1	49	0	-1.3677015280441	0.00455886405257577
1313	chr2	214728820	214728869	BARD1	0	-	214728820	214728869	0	1	49	0	0.829170475807683	0.000354001257686698
1314	chr2	214781272	214781321	BARD1	0	-	214781272	214781321	0	1	49	0	-0.989578527643986	0.00177093898938396
1315	chr5	17275423	17275472	BASP1	0	+	17275423	17275472	0	1	49	0	-0.728038580338562	0.000650475654645599
1316	chr5	17275864	17275913	BASP1	0	+	17275864	17275913	0	1	49	0	0.623001571193873	0.000881840742116835
1317	chr7	73442227	73442276	BAZ1B	0	-	73442227	73442276	0	1	49	0	-0.760286483397573	0.00440713732862297
1318	chr3	107805496	107805545	BBX	0	+	107805496	107805545	0	1	49	0	1.63071531088139	0.00152415679785589
1319	chr3	107806693	107806742	BBX	0	+	107806693	107806742	0	1	49	0	4.72738781871235	0.00242089387472877
1320	chr1	114568234	114570018	BCAS2	0	-	114568234	114570018	0	2	23,27	0,1758	0.950670495047979	0.00312682241265427
1321	chr12	24818006	24829828	BCAT1	0	-	24818006	24829828	0	2	44,6	0,11817	2.21557371600369	0.000295162985732289
1322	chr10	125833844	125833893	BCCIP	0	+	125833844	125833893	0	1	49	0	2.29286054310205	0.00212953338767286
1323	chr12	49838492	49838541	BCDIN3D	0	-	49838492	49838541	0	1	49	0	0.611152213858333	0.00310746527609895
1324	chr1	85270825	85270874	BCL10	0	-	85270825	85270874	0	1	49	0	1.67228581609212	0.000766897498228225
BCL11A,6721	chr2	60462390	60468796	BCL11A	0	-	60462390	60468796	0	2	35,65	0,6342	-2.691701062972	9.49269357290144e-06
1325	chr18	63127626	63127675	BCL2	0	-	63127626	63127675	0	1	49	0	1.57633796400775	0.00159263017721312
1326	chr18	63318911	63319181	BCL2	0	-	63318911	63319181	0	2	42,8	0,263	-0.73455960476884	0.000271773506507089
1327	chr20	31722141	31722190	BCL2L1	0	-	31722141	31722190	0	1	49	0	1.19484032076266	0.000677535883179537
1328	chr12	122060253	122060302	BCL7A	0	+	122060253	122060302	0	1	49	0	-3.91202300526712	0.000216237091760552
1329	chr11	118901163	118901212	BCL9L	0	-	118901163	118901212	0	1	49	0	0.508224842065934	0.00418225490384816
1330	chr6	136276435	136276484	BCLAF1	0	-	136276435	136276484	0	1	49	0	-0.929194136710063	0.000744652437258186
1331	chrX	130015979	130016028	BCORL1	0	+	130015979	130016028	0	1	49	0	-1.99435435236708	0.0027647197805295
1332	chrX	130025207	130025256	BCORL1	0	+	130025207	130025256	0	1	49	0	1.25798491247648	0.00419130080493912
1333	chr22	23315746	23315795	BCR	0	+	23315746	23315795	0	1	49	0	-2.19253523695118	0.00145180177653281
1334	chr11	205140	205189	BET1L	0	-	205140	205189	0	1	49	0	-4.7706846244563	0.00300481023434718
1335	chr3	4980391	4981423	BHLHE40	0	+	4980391	4981423	0	2	18,32	0,1001	-5.05624580533894	0.000927219788311562
1336	chr3	4984087	4984136	BHLHE40	0	+	4984087	4984136	0	1	49	0	2.12089325914273	0.000381805581818773
1337	chr8	22620681	22620730	BIN3	0	-	22620681	22620730	0	1	49	0	-4.5849674786612	0.000270143333894857
1338	chr11	102349818	102349867	BIRC2	0	+	102349818	102349867	0	1	49	0	-2.57768838125026	0.00459178149743367
1339	chr11	102350265	102350314	BIRC2	0	+	102350265	102350314	0	1	49	0	0.83034830207343	0.000789148970470777
1340	chr2	32415002	32415051	BIRC6	0	+	32415002	32415051	0	1	49	0	1.73580081557999	0.000339250140661273
1341	chr2	32415601	32415650	BIRC6	0	+	32415601	32415650	0	1	49	0	-0.530668623299929	0.00145585586517383
1342	chr2	32611561	32617752	BIRC6	0	+	32611561	32617752	0	2	22,28	0,6164	2.39789527279838	0.0046005565269569
1343	chr13	102862262	102862311	BIVM-ERCC5	0	+	102862262	102862311	0	1	49	0	-0.742172666533028	0.00290163215632255
1344	chr13	102875503	102875552	BIVM-ERCC5	0	+	102875503	102875552	0	1	49	0	-0.878029558215573	0.0027338183485085
1345	chr13	102875752	102875801	BIVM-ERCC5	0	+	102875752	102875801	0	1	49	0	-0.760268268633358	0.000324109518581417
1346	chr15	90749738	90749787	BLM	0	+	90749738	90749787	0	1	49	0	0.795918139311037	0.00106674103063509
1347	chr15	90760823	90760872	BLM	0	+	90760823	90760872	0	1	49	0	3.05182174073738	0.00276900736184893
1348	chr17	30248991	30249040	BLMH	0	-	30248991	30249040	0	1	49	0	2.68970106243399	0.000194028652122258
1349	chr19	45179986	45180035	BLOC1S3	0	+	45179986	45180035	0	1	49	0	-0.592430253743173	0.00296044007420548
1350	chr19	45181703	45181752	BLOC1S3	0	+	45181703	45181752	0	1	49	0	-4.29045944113902	0.000168404055331584
1351	chr4	6716863	6716912	BLOC1S4	0	+	6716863	6716912	0	1	49	0	1.62891904800535	0.00106359003747392
1352	chr6	8015209	8015258	BLOC1S5	0	-	8015209	8015258	0	1	49	0	4.04305126782518	4.82796028241639e-05
1353	chr6	8015806	8026393	BLOC1S5	0	-	8015806	8026393	0	2	23,27	0,10561	-0.848419880140258	0.000135588017727728
1354	chr4	78911247	78911296	BMP2K	0	+	78911247	78911296	0	1	49	0	-3.95124371857206	0.00089940406904454
1355	chr10	42796587	42796636	BMS1	0	+	42796587	42796636	0	1	49	0	5.37373400531305	0.000139537294159942
1356	chr10	46809847	46809896	BMS1P5	0	+	46809847	46809896	0	1	49	0	-1.3862943611199	7.8241079898178e-05
1357	chr4	13597146	13598972	BOD1L1	0	-	13597146	13598972	0	2	23,27	0,1800	1.35007309768557	0.00206632656311945
1358	chr4	13599023	13599072	BOD1L1	0	-	13599023	13599072	0	1	49	0	5.16478597389837	1.49106550750844e-06
1359	chr4	13602420	13602469	BOD1L1	0	-	13602420	13602469	0	1	49	0	0.528767878966114	0.00173294463851637
1360	chr4	13602720	13602769	BOD1L1	0	-	13602720	13602769	0	1	49	0	1.92829560237388	2.40024739427413e-05
1361	chr4	13603120	13603169	BOD1L1	0	-	13603120	13603169	0	1	49	0	-5.50125821053536	0.00161183074998539
1362	chr17	67911143	67911192	BPTF	0	+	67911143	67911192	0	1	49	0	-0.554718138813458	0.0013787889343202
1363	chr12	111643441	111643490	BRAP	0	-	111643441	111643490	0	1	49	0	4.96284463025991	0.0015923955864604
1364	chr12	111644039	111644088	BRAP	0	-	111644039	111644088	0	1	49	0	-1.01927554643159	0.00180161647548283
BRCA2,3071	chr13	32337175	32337274	BRCA2	0	+	32337175	32337274	0	1	99	0	-2.19530703120906	3.52301724055534e-05
1365	chr13	32338823	32338872	BRCA2	0	+	32338823	32338872	0	1	49	0	1.05093015789622	0.000147108560944687
1366	chr13	32341070	32341119	BRCA2	0	+	32341070	32341119	0	1	49	0	1.13982255731476	0.00171187300224818
1367	chr13	32356457	32356506	BRCA2	0	+	32356457	32356506	0	1	49	0	6.11809719804135	0.000191884362397809
1368	chrX	155120033	155120082	BRCC3	0	+	155120033	155120082	0	1	49	0	0.927153024690783	0.0044032956991924
1369	chrX	155121385	155121434	BRCC3	0	+	155121385	155121434	0	1	49	0	-1.61041304659197	0.00159749634585382
1370	chrX	155121534	155121583	BRCC3	0	+	155121534	155121583	0	1	49	0	-0.788514932545407	0.000417829656224611
1371	chr9	134030823	134030872	BRD3	0	-	134030823	134030872	0	1	49	0	1.53309206659464	3.69258586087051e-05
1372	chr9	134030922	134030971	BRD3	0	-	134030922	134030971	0	1	49	0	1.12931127555692	0.00215993873174902
1373	chr19	15237887	15237936	BRD4	0	-	15237887	15237936	0	1	49	0	0.583608559537297	0.000725408612110456
1374	chr19	15238086	15238135	BRD4	0	-	15238086	15238135	0	1	49	0	1.25455830111404	0.00083681096984789
1375	chr19	15238235	15238284	BRD4	0	-	15238235	15238284	0	1	49	0	-0.633249038992738	0.000803748557906547
1376	chr5	864131	864180	BRD9	0	-	864131	864180	0	1	49	0	1.56920260023602	0.00191979341944526
1377	chr3	9739096	9739145	BRPF1	0	+	9739096	9739145	0	1	49	0	1.80897159810918	0.000417319592528664
1378	chr6	36201343	36201392	BRPF3	0	+	36201343	36201392	0	1	49	0	-1.35946711888677	0.00190923491766937
1379	chr21	39196667	39196716	BRWD1	0	-	39196667	39196716	0	1	49	0	1.25526609871349	0.00118651744931864
1380	chr21	39199113	39199162	BRWD1	0	-	39199113	39199162	0	1	49	0	0.868364575862271	0.00280042703570183
1381	chrX	80676684	80676733	BRWD3	0	-	80676684	80676733	0	1	49	0	1.05961013086484	0.000555474660728028
1382	chr12	107318917	107318966	BTBD11	0	+	107318917	107318966	0	1	49	0	-3.13549421493901	0.00237520581239192
1383	chr6	38174839	38174888	BTBD9	0	-	38174839	38174888	0	1	49	0	-0.990859427371662	0.00244503495170945
1384	chr12	92142817	92142866	BTG1	0	-	92142817	92142866	0	1	49	0	4.53259949315326	0.00340909410114631
1385	chr6	26392636	26392685	BTN2A2	0	+	26392636	26392685	0	1	49	0	4.00733318507145	2.08306088600452e-07
1386	chr6	26376633	26376682	BTN3A2	0	+	26376633	26376682	0	1	49	0	-1.53840213927427	0.00395795233288287
1387	chr6	26452087	26452136	BTN3A3	0	+	26452087	26452136	0	1	49	0	-1.92107322591163	1.71983373721263e-05
1388	chr10	96981534	96981583	C10orf12	0	+	96981534	96981583	0	1	49	0	2.29097954686691	0.00151085072439994
1389	chr10	96983781	96983830	C10orf12	0	+	96983781	96983830	0	1	49	0	-3.86423233960309	0.00126582547364906
1390	chr10	100988279	100988328	C10orf2	0	+	100988279	100988328	0	1	49	0	3.82241084428043	0.00180481949228639
1391	chr10	100989418	100989657	C10orf2	0	+	100989418	100989657	0	2	36,14	0,226	4.48863636973214	0.00368089240483882
C10orf54,3456	chr10	71750937	71751036	C10orf54	0	-	71750937	71751036	0	1	99	0	0.916290731853217	4.00503897902617e-06
1392	chr10	71751136	71751185	C10orf54	0	-	71751136	71751185	0	1	49	0	5.52146091785288	1.68006045853097e-07
1393	chr11	2297506	2297555	C11orf21	0	-	2297506	2297555	0	1	49	0	-0.810395885452881	0.000525437734385847
1394	chr11	68261530	68261579	C11orf24	0	-	68261530	68261579	0	1	49	0	1.89539435891841	7.32664733229526e-05
1395	chr11	76550017	76550066	C11orf30	0	+	76550017	76550066	0	1	49	0	-4.34380542169266	0.000234313225537019
1396	chr11	65917201	65917250	C11orf68	0	-	65917201	65917250	0	1	49	0	5.37989735353109	1.98428694586639e-08
1397	chr11	62663007	62663056	C11orf98	0	-	62663007	62663056	0	1	49	0	-1.45029394395285	0.00117918811838502
